cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
ALIN8,1,,2,ALIN8,cb_intrinsic
ANXXX005,1,CNS neuron,2,ANXXX005,ascending_neuron
AN_AMMC_SAD_2,1,,2,ANXXX109,ascending_neuron
AN_AVLP_11,1,,2,AN08B018,ascending_neuron
AN_AVLP_17,1,,2,AN09B029,ascending_neuron
AN_AVLP_21,1,,2,ANXXX093,ascending_neuron
AN_AVLP_5,1,,2,AN12B004,ascending_neuron
AN_AVLP_GNG_10,1,,2,AN05B023d,ascending_neuron
AN_AVLP_GNG_20,1,,2,ANXXX178,ascending_neuron
AN_AVLP_PVLP_9,1,,2,AN09B012,ascending_neuron
AN_AVLP_SAD_2,1,,2,AN17B008,ascending_neuron
AN_GNG_101,2,,1,AN05B017,ascending_neuron
AN_GNG_107,1,,2,AN17A008,ascending_neuron
AN_GNG_118,1,,2,AN17A031,ascending_neuron
AN_GNG_12,1,,2,AN03B009,ascending_neuron
AN_GNG_14,1,,2,ANXXX214,ascending_neuron
AN_GNG_144,1,,2,AN19B018,ascending_neuron
AN_GNG_145,1,,2,ANXXX132,ascending_neuron
AN_GNG_152,1,,2,AN05B040,ascending_neuron
AN_GNG_170,1,,2,AN19B010,ascending_neuron
AN_GNG_20,1,,2,AN26X004,ascending_neuron
AN_GNG_34,1,CNS neuron,2,ANXXX200,ascending_neuron
AN_GNG_37,1,,2,AN09B020,ascending_neuron
AN_GNG_41,1,,2,AN12B008,ascending_neuron
AN_GNG_45,1,,2,AN07B015,ascending_neuron
AN_GNG_46,2,CNS neuron,1,AN14A003,ascending_neuron
AN_GNG_49,2,,1,AN05B010,ascending_neuron
AN_GNG_54,1,,2,AN19A018,ascending_neuron
AN_GNG_57,1,,2,AN06B005,ascending_neuron
AN_GNG_58,1,,2,AN07B032,ascending_neuron
AN_GNG_68,1,,2,AN13B002,ascending_neuron
AN_GNG_7,1,,2,AN18B002,ascending_neuron
AN_GNG_76,1,,2,AN19A018,ascending_neuron
AN_GNG_79,1,,2,AN12A003,ascending_neuron
AN_GNG_91,1,,2,AN17A003,ascending_neuron
AN_GNG_IPS_1,1,,2,vMS13,ascending_neuron
AN_GNG_IPS_10,1,,2,AN10B008,ascending_neuron
AN_GNG_IPS_11,1,,2,AN19B001,ascending_neuron
AN_GNG_IPS_3,1,,2,AN19B024,ascending_neuron
AN_GNG_SAD_10,1,,2,AN17A018,ascending_neuron
AN_GNG_SAD_11,1,,2,AN08B009,ascending_neuron
AN_GNG_SAD_12,1,,2,AN17A002,ascending_neuron
AN_GNG_SAD_13,1,,2,AN17A009,ascending_neuron
AN_GNG_SAD_24,1,,2,AN19A018,ascending_neuron
AN_GNG_SAD_3,1,,2,AN12B001,ascending_neuron
AN_GNG_SAD_31,2,CNS neuron,1,AN07B097,ascending_neuron
AN_GNG_SAD_4,1,,2,AN08B023,ascending_neuron
AN_GNG_SAD_7,1,,2,AN01A049,ascending_neuron
AN_GNG_VES_1,1,,2,AN12B017,ascending_neuron
AN_IPS_GNG_5,1,,2,AN06B037,ascending_neuron
AN_IPS_WED_2,1,,2,AN07B036,ascending_neuron
AN_SAD_GNG_1,1,,2,AN06B090,ascending_neuron
AN_SPS_GNG_1,1,,2,AN06B057,ascending_neuron
AN_SPS_IPS_3,1,,2,AN04B023,ascending_neuron
AN_SPS_IPS_4,1,,2,AN18B025,ascending_neuron
AN_SPS_IPS_6,1,,2,AN04B023,ascending_neuron
AN_VES_WED_3,1,,2,AN10B024,ascending_neuron
AN_multi_100,1,,2,AN06B007,ascending_neuron
AN_multi_103,1,,2,ANXXX108,ascending_neuron
AN_multi_108,1,,2,AN19B032,ascending_neuron
AN_multi_111,1,,2,AN08B016,ascending_neuron
AN_multi_113,1,,2,ANXXX075,ascending_neuron
AN_multi_12,1,,2,AN02A002,ascending_neuron
AN_multi_22,1,,2,AN09B007,ascending_neuron
AN_multi_28,1,,2,AN07B004,ascending_neuron
AN_multi_31,1,,2,AN09B030,ascending_neuron
AN_multi_36,1,,2,AN18B022,ascending_neuron
AN_multi_38,1,,2,AN03B094,ascending_neuron
AN_multi_40,1,,2,AN06B026,ascending_neuron
AN_multi_49,1,,2,AN10B017,ascending_neuron
AN_multi_56,1,,2,AN08B013,ascending_neuron
AN_multi_58,1,,2,AN10B018,ascending_neuron
AN_multi_6,1,,2,AN06B040,ascending_neuron
AN_multi_68,1,,2,AN09B023,ascending_neuron
AN_multi_88,1,,2,AN05B097,ascending_neuron
AN_multi_89,1,,2,ANXXX033,ascending_neuron
AN_multi_9,1,,2,AN19B049,ascending_neuron
AN_multi_90,1,,2,AN17A012,ascending_neuron
AN_multi_91,1,,2,AN09B013,ascending_neuron
AN_multi_93,1,,2,AN09B004,ascending_neuron
AN_multi_95,1,,2,AN09B004,ascending_neuron
AOTU009,1,,2,AOTU009,cb_intrinsic
AOTU019,1,,2,AOTU019,cb_intrinsic
AOTU022,1,,2,AOTU022,cb_intrinsic
AOTU026,1,,2,AOTU026,cb_intrinsic
AOTU027,1,,2,AOTU027,cb_intrinsic
AOTU033,1,,2,AOTU033,cb_intrinsic
AOTU036,1,,2,AOTU036,cb_intrinsic
AOTUv3B_P01,1,,2,AOTU006,cb_intrinsic
AOTUv4B_P02,1,,2,AOTU029,cb_intrinsic
ATL001,1,,2,ATL001,cb_intrinsic
ATL002,1,,2,ATL002,cb_intrinsic
ATL008,1,,2,ATL008,cb_intrinsic
ATL011,1,,2,ATL011,cb_intrinsic
ATL021,1,,2,ATL021,cb_intrinsic
ATL022,1,,2,ATL022,cb_intrinsic
ATL026,1,,2,ATL026,cb_intrinsic
ATL032,1,,2,ATL032,cb_intrinsic
ATL034,1,,2,ATL034,cb_intrinsic
ATL043,1,,2,ATL043,cb_intrinsic
AVLP015,1,,2,AVLP015,cb_intrinsic
AVLP017,1,,2,AVLP017,cb_intrinsic
AVLP021,1,,2,AVLP021,cb_intrinsic
AVLP032,1,,2,AVLP032,cb_intrinsic
AVLP041,1,,2,AVLP041,cb_intrinsic
AVLP078,1,,2,AVLP078,cb_intrinsic
AVLP080,1,,2,AVLP080,cb_intrinsic
AVLP084,1,,2,AVLP084,cb_intrinsic
AVLP087,1,,2,AVLP087,cb_intrinsic
AVLP088,1,,2,AVLP088,cb_intrinsic
AVLP091,1,,2,AVLP091,cb_intrinsic
AVLP098,1,,2,AVLP098,cb_intrinsic
AVLP101,1,,2,AVLP101,cb_intrinsic
AVLP129,1,,2,AVLP129,cb_intrinsic
AVLP152,1,,2,AVLP152,cb_intrinsic
AVLP153,1,,2,AVLP153,cb_intrinsic
AVLP157,1,,2,AVLP157,cb_intrinsic
AVLP159,1,,2,AVLP159,cb_intrinsic
AVLP169,1,,2,AVLP169,cb_intrinsic
AVLP180,1,,2,AVLP180,cb_intrinsic
AVLP184,1,,2,AVLP184,cb_intrinsic
AVLP193,1,,2,AVLP193,cb_intrinsic
AVLP209,1,,2,AVLP209,cb_intrinsic
AVLP211,1,,2,AVLP211,cb_intrinsic
AVLP215,1,,2,AVLP215,cb_intrinsic
AVLP216,1,,2,AVLP216,cb_intrinsic
AVLP217,1,,2,AVLP217,cb_intrinsic
AVLP218a,1,,2,AVLP218_a,cb_intrinsic
AVLP252,1,,2,AVLP252,cb_intrinsic
AVLP257,1,,2,AVLP257,cb_intrinsic
AVLP263,1,,2,AVLP263,cb_intrinsic
AVLP266,1,,2,AVLP266,cb_intrinsic
AVLP267,1,,2,AVLP267,cb_intrinsic
AVLP268,1,,2,AVLP268,cb_intrinsic
AVLP280,1,,2,AVLP280,cb_intrinsic
AVLP289,1,,2,AVLP289,cb_intrinsic
AVLP304,1,,2,AVLP304,cb_intrinsic
AVLP315,1,,2,AVLP315,cb_intrinsic
AVLP317,1,,2,AVLP317,cb_intrinsic
AVLP322,1,,2,AVLP322,cb_intrinsic
AVLP340,1,,2,AVLP340,cb_intrinsic
AVLP369,1,,2,AVLP369,cb_intrinsic
AVLP371,1,,2,AVLP371,cb_intrinsic
AVLP397,1,,2,AVLP397,cb_intrinsic
AVLP433_b,1,,2,AVLP433_b,cb_intrinsic
AVLP434_b,1,,2,AVLP434_b,cb_intrinsic
AVLP435a,1,,2,AVLP435_a,cb_intrinsic
AVLP435b,1,,2,AVLP435_b,cb_intrinsic
AVLP443,1,,2,AVLP443,cb_intrinsic
AVLP447,1,,2,AVLP447,cb_intrinsic
AVLP451a,1,,2,AVLP451,cb_intrinsic
AVLP474,1,,2,AVLP474,cb_intrinsic
AVLP491,1,,2,AVLP491,cb_intrinsic
AVLP502,1,,2,AVLP502,cb_intrinsic
AVLP503,1,,2,AVLP503,cb_intrinsic
AVLP506,1,,2,AVLP506,cb_intrinsic
AVLP521,1,,2,AVLP521,cb_intrinsic
AVLP531,1,,2,AVLP531,cb_intrinsic
AVLP534,1,,2,AVLP534,cb_intrinsic
AVLP535,1,,2,AVLP535,cb_intrinsic
AVLP542,1,,2,AVLP542,cb_intrinsic
AVLP544,1,,2,AVLP544,cb_intrinsic
AVLP571,1,,2,AVLP571,cb_intrinsic
AVLP576,1,,2,AVLP576,cb_intrinsic
AVLP578,1,,2,AVLP578,cb_intrinsic
AVLP586,1,,2,AVLP586,cb_intrinsic
AVLP592,1,,2,AVLP592,cb_intrinsic
AVLP596,1,,2,AVLP596,cb_intrinsic
Am1,1,,2,Am1,ol_intrinsic
CAPA,1,efferent neuron,2,CAPA,cb_endocrine
CB.FB5E0,1,,2,FB5I,cb_intrinsic
CB0005,1,,2,GNG594,cb_intrinsic
CB0009,1,,2,GNG011,cb_intrinsic
CB0014,1,,2,GNG593,cb_intrinsic
CB0017,1,,2,GNG067,cb_intrinsic
CB0021,1,,2,PS304,cb_intrinsic
CB0035,1,,2,GNG185,cb_intrinsic
CB0036,1,,2,GNG589,cb_intrinsic
CB0038,1,,2,GNG588,cb_intrinsic
CB0039,2,,1,GNG587,cb_intrinsic
CB0041,1,,2,GNG032,cb_intrinsic
CB0046,1,,2,CB0046,cb_intrinsic
CB0048,1,,2,GNG026,cb_intrinsic
CB0053,1,,2,PLP259,cb_intrinsic
CB0055,1,,2,GNG116,cb_intrinsic
CB0061,1,,2,CB0061,cb_intrinsic
CB0066,1,,2,SMP745,cb_intrinsic
CB0072,1,,2,GNG013,cb_intrinsic
CB0075,1,,2,FLA018,cb_intrinsic
CB0076,1,,2,GNG581,cb_intrinsic
CB0079,1,,2,CB0079,cb_intrinsic
CB0080,1,,2,GNG580,cb_intrinsic
CB0087,1,,2,GNG578,cb_intrinsic
CB0088,1,,2,GNG665,cb_intrinsic
CB0089,1,,2,AVLP615,cb_intrinsic
CB0107,1,,2,SMP327,cb_intrinsic
CB0108,1,,2,GNG574,cb_intrinsic
CB0109,1,,2,GNG102,cb_intrinsic
CB0110,1,,2,GNG157,cb_intrinsic
CB0113,1,,2,GNG324,cb_intrinsic
CB0117,1,,2,GNG573,cb_intrinsic
CB0130,1,,2,GNG664,cb_intrinsic
CB0131,1,,2,AMMC010,cb_intrinsic
CB0132,1,,2,GNG569,cb_intrinsic
CB0143,1,,2,PLP256,cb_intrinsic
CB0157,1,,2,GNG149,cb_intrinsic
CB0161,1,,2,GNG566,cb_intrinsic
CB0163,1,,2,GNG565,cb_intrinsic
CB0170,1,,2,GNG563,cb_intrinsic
CB0187,1,,2,GNG177,cb_intrinsic
CB0188,1,,2,VES090,cb_intrinsic
CB0190,1,,2,GNG148,cb_intrinsic
CB0196,1,,2,PLP257,cb_intrinsic
CB0198,1,,2,GNG555,cb_intrinsic
CB0202,1,,2,GNG553,cb_intrinsic
CB0212,1,,2,GNG550,cb_intrinsic
CB0222,1,,2,AVLP325_b,cb_intrinsic
CB0226,1,,2,GNG548,cb_intrinsic
CB0227,1,,2,CB0227,cb_intrinsic
CB0230,1,,2,PS359,cb_intrinsic
CB0232,1,,2,PRW002,cb_intrinsic
CB0233,1,,2,GNG289,cb_intrinsic
CB0237,2,,1,GNG545,cb_intrinsic
CB0240,1,,2,GNG187,cb_intrinsic
CB0246,1,,2,GNG033,cb_intrinsic
CB0247,1,,2,GNG542,cb_intrinsic
CB0251,1,,2,GNG134,cb_intrinsic
CB0254,1,,2,GNG057,cb_intrinsic
CB0255,1,,2,AVLP609,cb_intrinsic
CB0256,1,,2,GNG541,cb_intrinsic
CB0257,1,,2,CL249,cb_intrinsic
CB0261,1,,2,SAD106,cb_intrinsic
CB0264,1,,2,WED193,cb_intrinsic
CB0267,1,,2,GNG287,cb_intrinsic
CB0276,2,,1,GNG539,cb_intrinsic
CB0282,1,,2,CB0282,cb_intrinsic
CB0284,1,,2,AVLP612,cb_intrinsic
CB0285,1,,2,CB0285,cb_intrinsic
CB0288,1,,2,PRW066,cb_intrinsic
CB0289,1,,2,GNG194,cb_intrinsic
CB0292,1,,2,GNG122,cb_intrinsic
CB0294,1,,2,SIP026,cb_intrinsic
CB0297,1,,2,CB0297,cb_intrinsic
CB0298,1,,2,GNG049,cb_intrinsic
CB0302,1,,2,GNG084,cb_intrinsic
CB0305,1,,2,GNG666,cb_intrinsic
CB0307,1,,2,CB0307,cb_intrinsic
CB0310,1,,2,PRW065,cb_intrinsic
CB0313,1,,2,SMP125,cb_intrinsic
CB0319,1,,2,GNG535,cb_intrinsic
CB0320,1,,2,CB0320,cb_intrinsic
CB0328,1,,2,GNG240,cb_intrinsic
CB0354,1,,2,PRW062,cb_intrinsic
CB0356,1,,2,CB0356,cb_intrinsic
CB0357,1,,2,GNG085,cb_intrinsic
CB0369,1,,2,GNG531,cb_intrinsic
CB0370,1,,2,GNG223,cb_intrinsic
CB0374,1,,2,CB0374,cb_intrinsic
CB0376,1,,2,CL015_b,cb_intrinsic
CB0377,1,,2,GNG250,cb_intrinsic
CB0380,1,,2,CB0380,cb_intrinsic
CB0387,1,,2,PRW061,cb_intrinsic
CB0393,1,,2,GNG089,cb_intrinsic
CB0397,1,,2,CB0397,cb_intrinsic
CB0399,1,,2,GNG637,cb_intrinsic
CB0400,1,,2,GNG209,cb_intrinsic
CB0404,1,,2,AMMC012,cb_intrinsic
CB0418,1,,2,GNG525,cb_intrinsic
CB0420,1,,2,CB0420,cb_intrinsic
CB0423,1,,2,GNG660,cb_intrinsic
CB0441,1,,2,GNG521,cb_intrinsic
CB0445,1,,2,GNG230,cb_intrinsic
CB0446,1,,2,GNG520,cb_intrinsic
CB0453,1,,2,PRW060,cb_intrinsic
CB0460,1,,2,GNG262,cb_intrinsic
CB0461,1,,2,GNG137,cb_intrinsic
CB0462,1,,2,GNG245,cb_intrinsic
CB0463,1,,2,GNG317,cb_intrinsic
CB0465,1,,2,GNG130,cb_intrinsic
CB0466,1,,2,CB0466,cb_intrinsic
CB0467,1,,2,GNG518,cb_intrinsic
CB0468,1,,2,GNG034,cb_intrinsic
CB0475,1,,2,AVLP321,cb_intrinsic
CB0480,1,,2,GNG115,cb_intrinsic
CB0481,1,,2,GNG162,cb_intrinsic
CB0484,1,,2,GNG041,cb_intrinsic
CB0487,1,,2,GNG092,cb_intrinsic
CB0489,1,,2,GNG268,cb_intrinsic
CB0491,1,sensory neuron,2,GNG035,cb_intrinsic
CB0493,1,,2,GNG120,cb_intrinsic
CB0494,1,,2,GNG190,cb_intrinsic
CB0498,1,,2,GNG055,cb_intrinsic
CB0502,1,,2,GNG252,cb_intrinsic
CB0509,1,,2,PS334,cb_intrinsic
CB0514,1,,2,PRW059,cb_intrinsic
CB0516,1,,2,GNG511,cb_intrinsic
CB0518,1,,2,GNG172,cb_intrinsic
CB0521,1,,2,GNG510,cb_intrinsic
CB0522,1,,2,GNG509,cb_intrinsic
CB0524,1,,2,VES085_b,cb_intrinsic
CB0525,1,,2,GNG191,cb_intrinsic
CB0527,1,CNS neuron,2,PS306,cb_intrinsic
CB0539,1,,2,GNG504,cb_intrinsic
CB0540,1,,2,CB0540,cb_intrinsic
CB0545,1,,2,GNG294,cb_intrinsic
CB0546,1,,2,GNG322,cb_intrinsic
CB0547,1,,2,WED209,cb_intrinsic
CB0549,1,,2,GNG503,cb_intrinsic
CB0557,1,,2,GNG118,cb_intrinsic
CB0558,1,,2,GNG212,cb_intrinsic
CB0560,1,,2,GNG211,cb_intrinsic
CB0572,1,,2,GNG153,cb_intrinsic
CB0597,1,,2,GNG498,cb_intrinsic
CB0598,1,,2,CB0598,cb_intrinsic
CB0605,1,,2,GNG150,cb_intrinsic
CB0606,1,,2,GNG146,cb_intrinsic
CB0609,1,,2,CB0609,cb_intrinsic
CB0625,1,,2,CB0625,cb_intrinsic
CB0626,1,,2,GNG103,cb_intrinsic
CB0628,1,CNS neuron,2,GNG305,cb_intrinsic
CB0632,1,,2,VES099,cb_intrinsic
CB0635,1,,2,IB121,cb_intrinsic
CB0640,1,,2,CB0640,cb_intrinsic
CB0641,1,,2,ATL041,cb_intrinsic
CB0646,1,,2,VES091,cb_intrinsic
CB0649,1,,2,GNG670,cb_intrinsic
CB0652,1,,2,CB0652,cb_intrinsic
CB0660,1,,2,IB120,cb_intrinsic
CB0666,1,,2,SIP091,cb_intrinsic
CB0667,1,,2,VES094,cb_intrinsic
CB0669,1,,2,PS317,cb_intrinsic
CB0675,1,,2,CB0675,cb_intrinsic
CB0676,1,,2,PS309,cb_intrinsic
CB0685,1,,2,WED194,cb_intrinsic
CB0689,1,,2,LAL207,cb_intrinsic
CB0707,1,,2,GNG065,cb_intrinsic
CB0709,1,,2,GNG142,cb_intrinsic
CB0721,1,,2,GNG025,cb_intrinsic
CB0740,1,,2,GNG131,cb_intrinsic
CB0753,1,,2,GNG125,cb_intrinsic
CB0754,1,,2,GNG024,cb_intrinsic
CB0761,1,,2,PRW052,cb_intrinsic
CB0772,1,,2,PRW051,cb_intrinsic
CB0773,1,,2,GNG080,cb_intrinsic
CB0786,1,,2,GNG047,cb_intrinsic
CB0791,1,,2,GNG236,cb_intrinsic
CB0795,1,,2,GNG123,cb_intrinsic
CB0801,1,,2,GNG099,cb_intrinsic
CB0804,1,efferent neuron,2,PS349,cb_motor
CB0807,1,,2,GNG186,cb_intrinsic
CB0810,1,efferent neuron,2,GNG651,cb_motor
CB0815,1,,2,PS358,cb_intrinsic
CB0819,1,,2,GNG140,cb_intrinsic
CB0821,1,,2,GNG129,cb_intrinsic
CB0823,1,,2,GNG037,cb_intrinsic
CB0827,1,,2,GNG206,cb_intrinsic
CB0835,1,,2,GNG650,cb_motor
CB0853,1,,2,GNG145,cb_intrinsic
CB0856,1,,2,GNG048,cb_intrinsic
CB0864,1,,2,GNG136,cb_intrinsic
CB0866,1,,2,GNG179,cb_intrinsic
CB0867,1,,2,GNG062,cb_intrinsic
CB0872,1,,2,GNG128,cb_intrinsic
CB0881,1,,2,GNG072,cb_intrinsic
CB0889,1,,2,GNG096,cb_intrinsic
CB0890,1,,2,GNG458,cb_intrinsic
CB0891,1,,2,GNG017,cb_intrinsic
CB0893,1,,2,GNG234,cb_intrinsic
CB0894,1,,2,FLA016,cb_intrinsic
CB0896,1,,2,GNG036,cb_intrinsic
CB0897,1,,2,GNG457,cb_intrinsic
CB0898,1,,2,GNG168,cb_intrinsic
CB0901,1,efferent neuron,2,PS348,cb_motor
CB0910,1,,2,GNG019,cb_intrinsic
CB0912,1,,2,GNG281,cb_intrinsic
CB0923,1,,2,GNG021,cb_intrinsic
CB0933,1,,2,SMP118,cb_intrinsic
CB0945,1,,2,SLP122_b,cb_intrinsic
CB0992,1,,2,CB0992,cb_intrinsic
CB1039,1,,2,GNG269,cb_intrinsic
CB1105,1,,2,SLP341_a,cb_intrinsic
CB1122,1,,2,VES095,cb_intrinsic
CB1139,1,,2,CB1139,cb_intrinsic
CB1151,1,,2,CB1151,cb_intrinsic
CB1174,1,,2,CB1174,cb_intrinsic
CB1237,2,,1,CB1237,cb_intrinsic
CB1247,1,,2,CB1247,cb_intrinsic
CB1267,1,,2,PRW040,cb_intrinsic
CB1303,1,sensory neuron,2,GNG039,cb_intrinsic
CB1344,1,,2,PRW038,cb_intrinsic
CB1346,1,,2,CB1346,cb_intrinsic
CB1396,1,,2,CB1396,cb_intrinsic
CB1407,1,,2,CB1407,cb_intrinsic
CB1408,1,,2,CL191_b,cb_intrinsic
CB1509,1,,2,CB1509,cb_intrinsic
CB1513,1,,2,CB1513,cb_intrinsic
CB1531,1,,2,LHAV2k12_a,cb_intrinsic
CB1533,1,,2,CB1533,cb_intrinsic
CB1550,1,,2,CB1550,cb_intrinsic
CB1560,1,,2,CB1560,cb_intrinsic
CB1566,1,,2,CRE083,cb_intrinsic
CB1596,2,,1,CL274,cb_intrinsic
CB1616,1,,2,AVLP197,cb_intrinsic
CB1625,1,,2,CB1625,cb_intrinsic
CB1632,1,,2,CB1632,cb_intrinsic
CB1647,1,,2,AVLP004_a,cb_intrinsic
CB1650,2,,1,CB1650,cb_intrinsic
CB1672,1,,2,CB1672,cb_intrinsic
CB1688,1,,2,CB1688,cb_intrinsic
CB1691,1,,2,CB1691,cb_intrinsic
CB1702,1,,2,CB1702,cb_intrinsic
CB1714,1,,2,CB1714,cb_intrinsic
CB1726,1,,2,CB1726,cb_intrinsic
CB1727,1,,2,SMP196_a,cb_intrinsic
CB1784,1,,2,SMP359,cb_intrinsic
CB1817a,1,,2,SAD108,cb_intrinsic
CB1817b,1,,2,SAD097,cb_intrinsic
CB1866,1,,2,CB1866,cb_intrinsic
CB1870,1,,2,LHAD1b2_d,cb_intrinsic
CB1874,1,,2,CB1874,cb_intrinsic
CB1877,1,,2,aIPg4,cb_intrinsic
CB1879,1,,2,CB1879,cb_intrinsic
CB1902,1,,2,CB1902,cb_intrinsic
CB1926,2,,1,CB1926,cb_intrinsic
CB1933,1,,2,LHAV2b8,cb_intrinsic
CB1950,1,,2,CB1950,cb_intrinsic
CB1960,1,,2,CB1960,cb_intrinsic
CB1984,1,,2,CB1984,cb_intrinsic
CB2019,1,,2,LHAD3a1,cb_intrinsic
CB2029,1,,2,CB2029,cb_intrinsic
CB2032,1,,2,CB2032,cb_intrinsic
CB2043,1,,2,CB2043,cb_intrinsic
CB2046,1,,2,LHAD3a1,cb_intrinsic
CB2086,2,,1,CB2086,cb_intrinsic
CB2093,1,,2,CB2093,cb_intrinsic
CB2114,1,,2,AVLP005,cb_intrinsic
CB2127,1,,2,CB2127,cb_intrinsic
CB2134,1,,2,GNG064,cb_intrinsic
CB2192,1,,2,WED010,cb_intrinsic
CB2260,1,,2,AVLP483,cb_intrinsic
CB2280,1,,2,CB2280,cb_intrinsic
CB2288,1,,2,SMP316_b,cb_intrinsic
CB2304,1,,2,GNG399,cb_intrinsic
CB2333,1,,2,VES109,cb_intrinsic
CB2385,1,,2,GNG044,cb_intrinsic
CB2390,1,,2,CB2390,cb_intrinsic
CB2408,1,,2,CB2408,cb_intrinsic
CB2411,1,,2,CB2411,cb_intrinsic
CB2420,1,,2,CB2420,cb_intrinsic
CB2455,1,,2,GNG396,cb_intrinsic
CB2493,1,,2,LHPV2a3,cb_intrinsic
CB2513,1,,2,GNG394,cb_intrinsic
CB2521,1,,2,CB2521,cb_intrinsic
CB2535,1,,2,CB2535,cb_intrinsic
CB2561,1,,2,CB2561,cb_intrinsic
CB2563,1,,2,CB2563,cb_intrinsic
CB2594,1,,2,VES032,cb_intrinsic
CB2595,1,,2,CB2595,cb_intrinsic
CB2619,1,,2,GNG231,cb_intrinsic
CB2623,1,,2,CB2623,cb_intrinsic
CB2632,1,,2,CRE092,cb_intrinsic
CB2648,1,,2,CB2648,cb_intrinsic
CB2676,1,,2,CB2676,cb_intrinsic
CB2682,1,,2,CB2682,cb_intrinsic
CB2689,1,,2,CB2689,cb_intrinsic
CB2706,1,,2,CB2706,cb_intrinsic
CB2766,1,,2,CB2766,cb_intrinsic
CB2772,1,,2,CB2772,cb_intrinsic
CB2790,1,,2,CB2790,cb_intrinsic
CB2800,1,,2,CB2800,cb_intrinsic
CB2808,1,,2,CL191_b,cb_intrinsic
CB2824,1,,2,CB2824,cb_intrinsic
CB2844,1,,2,SMP361,cb_intrinsic
CB2847,1,,2,AVLP422,cb_intrinsic
CB2855,1,,2,CB2855,cb_intrinsic
CB2862,1,,2,CB2862,cb_intrinsic
CB2940,1,,2,CB2940,cb_intrinsic
CB2948,1,,2,CB2948,cb_intrinsic
CB2953,1,,2,CB2953,cb_intrinsic
CB2958,1,,2,CB2958,cb_intrinsic
CB2982,1,,2,CB2982,cb_intrinsic
CB3040,1,,2,LHAV1a4,cb_intrinsic
CB3093,1,,2,CB3093,cb_intrinsic
CB3112,1,,2,SMP354,cb_intrinsic
CB3120,1,,2,CB3120,cb_intrinsic
CB3138,1,,2,LHPV5d3,cb_intrinsic
CB3142,1,,2,CB3142,cb_intrinsic
CB3152,1,,2,SMP275,cb_intrinsic
CB3175,1,,2,CB3175,cb_intrinsic
CB3186,1,,2,AVLP422,cb_intrinsic
CB3221,1,,2,CB3221,cb_intrinsic
CB3250,1,,2,CB3250,cb_intrinsic
CB3257,1,,2,SMP009,cb_intrinsic
CB3276,1,,2,CB3276,cb_intrinsic
CB3299,1,,2,LHAD3f1_a,cb_intrinsic
CB3316,1,,2,CB3316,cb_intrinsic
CB3323,1,,2,CB3323,cb_intrinsic
CB3326,1,,2,CB3326,cb_intrinsic
CB3335,1,,2,PVLP047,cb_intrinsic
CB3341,1,,2,LHPV4i4,cb_intrinsic
CB3344,1,,2,CL134,cb_intrinsic
CB3347,1,,2,CB3347,cb_intrinsic
CB3348,1,,2,AVLP095,cb_intrinsic
CB3351,1,sensory neuron,2,GNG238,cb_intrinsic
CB3365,1,,2,CRE086,cb_intrinsic
CB3368,1,,2,AVLP311_b2,cb_intrinsic
CB3394,1,,2,CB3394,cb_intrinsic
CB3395,1,,2,GNG277,cb_intrinsic
CB3402,1,,2,CB3402,cb_intrinsic
CB3432,1,,2,SMP415_a,cb_intrinsic
CB3436,1,,2,AVLP404,cb_intrinsic
CB3456,1,,2,AVLP320_b,cb_intrinsic
CB3463,1,,2,GNG261,cb_intrinsic
CB3488,1,,2,CB3488,cb_intrinsic
CB3507,1,,2,CB3507,cb_intrinsic
CB3512,1,,2,CB3512,cb_intrinsic
CB3517,1,,2,CL345,cb_intrinsic
CB3523,1,,2,CB3523,cb_intrinsic
CB3553,1,,2,CB3553,cb_intrinsic
CB3561,1,,2,CB3561,cb_intrinsic
CB3571,1,,2,CL134,cb_intrinsic
CB3576,1,,2,CB3576,cb_intrinsic
CB3580,1,,2,SMP279_a,cb_intrinsic
CB3582,1,,2,PVLP034,cb_intrinsic
CB3588,1,,2,CB3588,cb_intrinsic
CB3594,1,,2,CB3594,cb_intrinsic
CB3601,1,,2,SMP732,cb_intrinsic
CB3606,1,,2,CB3606,cb_intrinsic
CB3608,1,,2,CB3608,cb_intrinsic
CB3652,1,,2,PVLP034,cb_intrinsic
CB3654,1,,2,VLP_TBD1,cb_intrinsic
CB3670,1,,2,GNG352,cb_intrinsic
CB3671,1,,2,CB3671,cb_intrinsic
CB3675,1,,2,AVLP296_b,cb_intrinsic
CB3676,1,,2,CB3676,cb_intrinsic
CB3678,1,,2,SLP271,cb_intrinsic
CB3679,2,,1,CB3679,cb_intrinsic
CB3680,1,,2,GNG074,cb_intrinsic
CB3683,1,,2,CB3683,cb_intrinsic
CB3698,1,,2,SLP315,cb_intrinsic
CB3700,1,,2,AVLP431,cb_intrinsic
CB3706,1,,2,SMP126,cb_intrinsic
CB3709,1,,2,SLP460,cb_intrinsic
CB3715,1,,2,GNG144,cb_intrinsic
CB3724,1,,2,CB3724,cb_intrinsic
CB3738,1,,2,CB3738,cb_intrinsic
CB3758,1,,2,CB3758,cb_intrinsic
CB3767,1,,2,SMP220,cb_intrinsic
CB3781,1,,2,LHPV6i2_a,cb_intrinsic
CB3799,1,,2,AMMC001,cb_intrinsic
CB3811,1,,2,SLP251,cb_intrinsic
