cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
PLP018,1,,4,PLP018,cb_intrinsic
PLP037a,2,,3,WED038,cb_intrinsic
PLP038,1,,4,PLP038,cb_intrinsic
PLP042a,2,,3,PLP042a,cb_intrinsic
PLP046c,1,,4,PLP046,cb_intrinsic
PLP067b,1,,4,PLP067,cb_intrinsic
PLP246,3,,2,PLP246,cb_intrinsic
PS007,1,,4,PS007,cb_intrinsic
PS022,1,,4,PS022,cb_intrinsic
PS025,3,,2,PS025,cb_intrinsic
PS026,1,,4,PS026,cb_intrinsic
PS027,3,sensory neuron,2,PS027,cb_intrinsic
PS059,1,,4,PS059,cb_intrinsic
PS109,1,,4,PS109,cb_intrinsic
PS115,3,,2,PS115,cb_intrinsic
PS234,3,,2,PS234,cb_intrinsic
PS292,1,,4,PS292,cb_intrinsic
PVLP025,1,,4,PVLP025,cb_intrinsic
PVLP081,1,,4,PVLP081,cb_intrinsic
PVLP100,2,,3,PVLP100,cb_intrinsic
PVLP122b,1,,4,PVLP122,cb_intrinsic
PVLP123a,1,,4,PVLP123,cb_intrinsic
PVLP123b,1,,4,PVLP123,cb_intrinsic
PVLP124,3,,2,PVLP124,cb_intrinsic
PVLP134,1,,4,PVLP134,cb_intrinsic
PVLP135,1,,4,PVLP135,cb_intrinsic
SIP005,1,,4,SIP005,cb_intrinsic
SIP081,1,,4,SIP081,cb_intrinsic
SLP027,1,,4,SLP027,cb_intrinsic
SLP151,3,,2,SLP151,cb_intrinsic
SLP274,2,,3,SLP274,cb_intrinsic
SLP364,1,,4,SLP364,cb_intrinsic
SLP375,1,,4,SLP375,cb_intrinsic
SLP376,3,,2,SLP376,cb_intrinsic
SLP438,1,,4,SLP438,cb_intrinsic
SLP443,3,,2,SLP443,cb_intrinsic
SLP456,3,,2,SLP456,cb_intrinsic
SLP467a,1,,4,SLP467,cb_intrinsic
SMP022b,1,,4,SMP022,cb_intrinsic
SMP034,1,,4,SMP034,cb_intrinsic
SMP055,1,,4,SMP055,cb_intrinsic
SMP079,1,,4,SMP079,cb_intrinsic
SMP081,1,,4,SMP081,cb_intrinsic
SMP083,1,,4,SMP083,cb_intrinsic
SMP090,1,,4,SMP090,cb_intrinsic
SMP093,1,,4,SMP093,cb_intrinsic
SMP112,1,,4,SMP112,cb_intrinsic
SMP124,1,,4,SMP124,cb_intrinsic
SMP162a,1,,4,SMP162,cb_intrinsic
SMP178,3,,2,SMP178,cb_intrinsic
SMP194,1,,4,SMP194,cb_intrinsic
SMP245,1,,4,SMP245,cb_intrinsic
SMP312,1,,4,SMP312,cb_intrinsic
SMP317b,1,,4,SMP317,cb_intrinsic
SMP320a,1,,4,SMP320,cb_intrinsic
SMP329,1,,4,SMP329,cb_intrinsic
SMP331a,1,,4,SMP331,cb_intrinsic
SMP332b,2,,3,SMP332,cb_intrinsic
SMP339,3,,2,SMP339,cb_intrinsic
SMP361a,1,,4,SMP361,cb_intrinsic
SMP370,3,,2,SMP370,cb_intrinsic
SMP398,1,,4,SMP398_a,cb_intrinsic
SMP413,1,,4,SMP413,cb_intrinsic
SMP428,1,,4,SMP428_a,cb_intrinsic
SMP476,1,,4,SMP476,cb_intrinsic
SMP482,1,,4,SMP482,cb_intrinsic
SMP532b,3,,2,SMP532_b,cb_intrinsic
SMP533,2,,3,SMP533,cb_intrinsic
SMP535,1,,4,SMP535,cb_intrinsic
SMP539,1,,4,SMP539,cb_intrinsic
SMP540,1,,4,SMP540,cb_intrinsic
SMP562,3,,2,SMP562,cb_intrinsic
SMP588,1,,4,SMP588,cb_intrinsic
VM2_adPN,2,,3,VM2_adPN,cb_intrinsic
VM3_adPN,1,,4,VM3_adPN,cb_intrinsic
WED007,3,,2,WED007,cb_intrinsic
WED017,3,,2,WED017,cb_intrinsic
WED098,2,,3,WED098,cb_intrinsic
WED099,2,,3,WED099,cb_intrinsic
WED125,2,,3,WED125,cb_intrinsic
WEDPN1B,3,,2,WEDPN1B,cb_intrinsic
aMe3,3,,2,aMe3,visual_projection
cL21,1,,4,LoVC16,visual_centrifugal
cM16,3,,2,MeVC4b,visual_centrifugal
lLN2T_c,1,,4,lLN2T_c,cb_intrinsic
v2LN33,1,,4,v2LN33,cb_intrinsic
v2LN49,1,glia,4,v2LN49,cb_intrinsic
5-HTPMPD01,2,,2,5-HTPMPD01,cb_intrinsic
5-HTPMPV03,2,,2,5-HTPMPV03,visual_centrifugal
AL-AST1,1,,3,AL-AST1,cb_intrinsic
AL-MBDL1,2,,2,AL-MBDL1,cb_intrinsic
AN_AVLP_1,2,,2,AN07B018,ascending_neuron
AN_AVLP_16,2,,2,AN09B027,ascending_neuron
AN_AVLP_19,2,,2,AN08B034,ascending_neuron
AN_AVLP_2,2,,2,ANXXX174,ascending_neuron
AN_AVLP_20,2,,2,AN05B102a,ascending_neuron
AN_AVLP_3,2,,2,AN19B036,ascending_neuron
AN_AVLP_32,2,,2,AN08B025,ascending_neuron
AN_AVLP_33,2,,2,AN08B024,ascending_neuron
AN_AVLP_36,2,,2,AN08B018,ascending_neuron
AN_AVLP_52,2,,2,AN17B009,ascending_neuron
AN_AVLP_7,2,,2,ANXXX120,ascending_neuron
AN_AVLP_8,2,,2,AN17B016,ascending_neuron
AN_AVLP_9,2,,2,AN17B012,ascending_neuron
AN_AVLP_GNG_1,2,CNS neuron,2,AN19B036,ascending_neuron
AN_AVLP_GNG_16,2,,2,ANXXX144,ascending_neuron
AN_AVLP_GNG_2,2,,2,AN01B014,ascending_neuron
AN_AVLP_GNG_3,2,,2,AN17B007,ascending_neuron
AN_AVLP_PVLP_10,2,,2,AN09B004,ascending_neuron
AN_AVLP_PVLP_3,2,,2,ANXXX250,ascending_neuron
AN_AVLP_PVLP_4,2,,2,ANXXX102,ascending_neuron
AN_AVLP_PVLP_6,2,,2,AN09B004,ascending_neuron
AN_AVLP_SAD_1,2,,2,AN08B034,ascending_neuron
AN_FLA_GNG_2,2,,2,ANXXX254,ascending_neuron
AN_GNG_106,2,,2,AN06B039,ascending_neuron
AN_GNG_108,2,,2,AN23B010,ascending_neuron
AN_GNG_111,2,,2,AN05B004,ascending_neuron
AN_GNG_151,2,,2,AN12B011,ascending_neuron
AN_GNG_155,2,CNS neuron,2,AN12B008,ascending_neuron
AN_GNG_157,2,,2,AN14B012,ascending_neuron
AN_GNG_160,2,,2,AN09B009,ascending_neuron
AN_GNG_18,2,,2,AN19B010,ascending_neuron
AN_GNG_21,2,CNS neuron,2,ANXXX462b,ascending_neuron
AN_GNG_23,2,CNS neuron,2,ANXXX026,ascending_neuron
AN_GNG_25,2,,2,ANXXX006,ascending_neuron
AN_GNG_27,2,,2,ANXXX092,ascending_neuron
AN_GNG_33,2,,2,AN09B020,ascending_neuron
AN_GNG_4,2,,2,AN19B025,ascending_neuron
AN_GNG_42,2,,2,AN07B046_c,ascending_neuron
AN_GNG_47,2,,2,AN07B040,ascending_neuron
AN_GNG_5,2,,2,AN01B002,ascending_neuron
AN_GNG_65,2,sensory neuron,2,AN05B009,ascending_neuron
AN_GNG_71,2,,2,AN09B018,ascending_neuron
AN_GNG_72,2,,2,AN09B032,ascending_neuron
AN_GNG_80,2,,2,AN06B025,ascending_neuron
AN_GNG_81,2,CNS neuron,2,AN23B003,ascending_neuron
AN_GNG_82,2,,2,AN02A046,ascending_neuron
AN_GNG_89,2,,2,AN17A076,ascending_neuron
AN_GNG_AMMC_1,2,,2,AN17B002,ascending_neuron
AN_GNG_AMMC_2,2,,2,AN17B008,ascending_neuron
AN_GNG_AMMC_3,2,,2,AN17B008,ascending_neuron
AN_GNG_FLA_3,2,,2,AN05B098,ascending_neuron
AN_GNG_IPS_12,2,,2,AN06B044,ascending_neuron
AN_GNG_IPS_2,2,,2,AN18B023,ascending_neuron
AN_GNG_IPS_5,2,,2,AN06B088,ascending_neuron
AN_GNG_IPS_6,2,,2,ANXXX131,ascending_neuron
AN_GNG_IPS_8,2,,2,AN02A009,ascending_neuron
AN_GNG_PRW_1,2,,2,AN27X022,ascending_neuron
AN_GNG_PRW_2,2,,2,AN27X021,ascending_neuron
AN_GNG_PRW_3,2,,2,AN27X020,ascending_neuron
AN_GNG_PRW_4,2,,2,AN05B076,ascending_neuron
AN_GNG_SAD_16,2,,2,AN18B001,ascending_neuron
AN_GNG_SAD_23,2,,2,dMS9,ascending_neuron
AN_GNG_SAD_28,2,,2,AN05B105,ascending_neuron
AN_GNG_SAD_5,2,,2,AN05B097,ascending_neuron
AN_GNG_SAD_8,2,,2,AN08B009,ascending_neuron
AN_GNG_VES_12,2,,2,AN08B100,ascending_neuron
AN_GNG_VES_2,2,,2,AN12B017,ascending_neuron
AN_GNG_VES_3,2,,2,AN06B039,ascending_neuron
AN_GNG_VES_6,2,,2,AN12B017,ascending_neuron
AN_GNG_WED_1,2,,2,ANXXX218,ascending_neuron
AN_IPS_GNG_3,2,,2,AN07B035,ascending_neuron
AN_IPS_WED_1,2,,2,AN07B035,ascending_neuron
AN_LAL_1,2,,2,AN06B075,ascending_neuron
AN_SAD_GNG_2,2,,2,AN17A073,ascending_neuron
AN_SLP_LH_1,2,,2,ANXXX434,ascending_neuron
AN_SPS_IPS_5,2,,2,AN04B023,ascending_neuron
AN_VES_GNG_2,2,,2,AN12B019,ascending_neuron
AN_VES_GNG_3,2,,2,AN07B106,ascending_neuron
AN_VES_GNG_5,2,,2,AN17A050,ascending_neuron
AN_VES_GNG_7,2,CNS neuron,2,AN08B022,ascending_neuron
AN_VES_WED_1,2,,2,AN09B060,ascending_neuron
AN_WED_GNG_2,2,,2,AN09B023,ascending_neuron
AN_multi_1,2,,2,AN06A027,ascending_neuron
AN_multi_10,2,CNS neuron,2,AN06B011,ascending_neuron
AN_multi_105,2,CNS neuron,2,AN19B019,ascending_neuron
AN_multi_11,2,,2,AN06B009,ascending_neuron
AN_multi_112,2,CNS neuron,2,AN09B019,ascending_neuron
AN_multi_118,2,,2,AN17A062,ascending_neuron
AN_multi_122,2,,2,ANXXX296,ascending_neuron
AN_multi_127,2,,2,AN09B024,ascending_neuron
AN_multi_14,2,CNS neuron,2,AN19B017,ascending_neuron
AN_multi_16,2,,2,AN09B029,ascending_neuron
AN_multi_17,2,,2,AN10B005,ascending_neuron
AN_multi_20,2,,2,AN09B011,ascending_neuron
AN_multi_24,2,CNS neuron,2,AN08B014,ascending_neuron
AN_multi_27,2,,2,AN09B003,ascending_neuron
AN_multi_29,2,,2,ANXXX057,ascending_neuron
AN_multi_3,2,,2,AN27X024,ascending_neuron
AN_multi_30,2,,2,AN17B005,ascending_neuron
AN_multi_33,2,,2,AN08B007,ascending_neuron
AN_multi_37,2,CNS neuron,2,AN07B024,ascending_neuron
AN_multi_39,2,,2,AN06A015,ascending_neuron
AN_multi_4,2,CNS neuron,2,AN27X011,ascending_neuron
AN_multi_42,2,,2,AN08B026,ascending_neuron
AN_multi_46,2,,2,AN04B051,ascending_neuron
AN_multi_47,2,,2,ANXXX094,ascending_neuron
AN_multi_48,2,,2,AN02A025,ascending_neuron
AN_multi_50,2,,2,AN06B034,ascending_neuron
AN_multi_51,2,,2,ANXXX030,ascending_neuron
AN_multi_55,2,,2,AN08B032,ascending_neuron
AN_multi_59,2,CNS neuron,2,AN08B027,ascending_neuron
AN_multi_60,2,,2,AN08B012,ascending_neuron
AN_multi_61,2,,2,AN08B010,ascending_neuron
AN_multi_62,2,,2,AN08B012,ascending_neuron
AN_multi_63,2,,2,AN17A026,ascending_neuron
AN_multi_64,2,,2,AN08B010,ascending_neuron
AN_multi_66,2,,2,AN05B102b,ascending_neuron
AN_multi_67,2,,2,AN09B023,ascending_neuron
AN_multi_69,2,,2,AN05B102d,ascending_neuron
AN_multi_7,2,,2,AN19B028,ascending_neuron
AN_multi_70,2,,2,AN09B033,ascending_neuron
AN_multi_72,2,,2,AN09B028,ascending_neuron
AN_multi_73,2,,2,AN27X015,ascending_neuron
AN_multi_75,2,,2,AN27X016,ascending_neuron
AN_multi_76,2,,2,AN05B097,ascending_neuron
AN_multi_77,2,,2,AN27X017,ascending_neuron
AN_multi_79,2,glia,2,ANXXX127,ascending_neuron
AN_multi_8,2,,2,AN02A001,ascending_neuron
AN_multi_80,2,,2,ANXXX308,ascending_neuron
AN_multi_81,2,,2,AN27X009,ascending_neuron
AN_multi_82,2,,2,AN05B103,ascending_neuron
AN_multi_83,2,,2,ANXXX116,ascending_neuron
AN_multi_85,2,,2,AN05B107,ascending_neuron
AN_multi_86,2,,2,AN05B097,ascending_neuron
AOTU014,2,,2,AOTU014,cb_intrinsic
AOTU023,2,,2,AOTU023,cb_intrinsic
AOTU028,2,,2,AOTU028,cb_intrinsic
AOTU030,2,,2,AOTU030,cb_intrinsic
AOTU047,2,,2,AOTU047,cb_intrinsic
AOTU065,2,,2,AOTU065,cb_intrinsic
AOTUv3B_P02,2,,2,AOTU005,cb_intrinsic
APL,2,,2,APL,cb_intrinsic
ATL016,2,,2,ATL016,cb_intrinsic
ATL029,2,,2,ATL029,cb_intrinsic
ATL030,2,,2,ATL030,cb_intrinsic
ATL037,2,,2,ATL037,cb_intrinsic
ATL042,2,,2,ATL042,cb_intrinsic
ATL044,2,,2,ATL044,cb_intrinsic
AVLP018,2,,2,AVLP018,cb_intrinsic
AVLP019,2,,2,AVLP019,cb_intrinsic
AVLP022,1,,3,AVLP022,cb_intrinsic
AVLP033,2,,2,AVLP033,cb_intrinsic
AVLP034,2,,2,AVLP034,cb_intrinsic
AVLP035,2,,2,AVLP035,cb_intrinsic
AVLP044b,1,,3,AVLP044_b,cb_intrinsic
AVLP053,2,,2,AVLP053,cb_intrinsic
AVLP075,2,,2,AVLP075,cb_intrinsic
AVLP076,2,,2,AVLP076,cb_intrinsic
AVLP081,2,,2,AVLP081,cb_intrinsic
AVLP093,2,,2,AVLP093,cb_intrinsic
AVLP094,2,,2,AVLP094,cb_intrinsic
AVLP097,2,,2,AVLP097,cb_intrinsic
AVLP102,2,,2,AVLP102,cb_intrinsic
AVLP108,2,,2,AVLP108,cb_intrinsic
AVLP151,2,,2,LPT60,cb_intrinsic
AVLP154,2,,2,AVLP154,cb_intrinsic
AVLP156,2,,2,AVLP156,cb_intrinsic
AVLP158,2,,2,AVLP158,cb_intrinsic
AVLP160,2,,2,AVLP160,cb_intrinsic
AVLP162,2,,2,AVLP162,cb_intrinsic
AVLP202,2,,2,AVLP202,cb_intrinsic
AVLP255,2,,2,AVLP255,cb_intrinsic
AVLP281,2,,2,AVLP281,cb_intrinsic
AVLP314,2,,2,AVLP314,cb_intrinsic
AVLP339,2,,2,AVLP339,cb_intrinsic
AVLP342,2,,2,AVLP342,cb_intrinsic
AVLP363,1,,3,AVLP363,cb_intrinsic
AVLP381,2,,2,AVLP381,cb_intrinsic
AVLP398,2,,2,AVLP398,cb_intrinsic
AVLP402,2,,2,AVLP402,cb_intrinsic
AVLP430,2,,2,AVLP430,cb_intrinsic
AVLP432,2,,2,AVLP432,cb_intrinsic
AVLP433_a,2,,2,AVLP433_a,cb_intrinsic
AVLP434_a,2,,2,AVLP434_a,cb_intrinsic
AVLP437,2,,2,AVLP437,cb_intrinsic
AVLP448,2,,2,AVLP448,cb_intrinsic
AVLP455,1,,3,AVLP455,cb_intrinsic
AVLP459,2,,2,AVLP459,cb_intrinsic
AVLP470b,2,,2,AVLP470_b,cb_intrinsic
AVLP475a,2,,2,AVLP475_a,cb_intrinsic
AVLP475b,2,,2,AVLP475_b,cb_intrinsic
AVLP476,2,,2,AVLP476,cb_intrinsic
AVLP477,2,,2,AVLP477,cb_intrinsic
AVLP498,2,,2,AVLP498,cb_intrinsic
AVLP500,2,,2,AVLP500,cb_intrinsic
AVLP501,2,,2,AVLP501,cb_intrinsic
AVLP504,2,,2,AVLP504,cb_intrinsic
AVLP505,2,,2,AVLP505,cb_intrinsic
AVLP508,2,,2,AVLP508,cb_intrinsic
AVLP522,2,,2,AVLP522,cb_intrinsic
AVLP532,2,,2,AVLP532,cb_intrinsic
AVLP533,2,CNS neuron,2,AVLP533,cb_intrinsic
AVLP536,2,,2,AVLP536,cb_intrinsic
AVLP541b,2,,2,AVLP541,cb_intrinsic
AVLP546,2,,2,AVLP546,cb_intrinsic
AVLP547b,2,,2,AVLP547,cb_intrinsic
AVLP548_b,2,,2,AVLP548_b,cb_intrinsic
AVLP562,2,,2,AVLP562,cb_intrinsic
AVLP563,2,,2,AVLP563,cb_intrinsic
AVLP565,2,,2,AVLP565,cb_intrinsic
AVLP573,2,,2,AVLP573,cb_intrinsic
AVLP579,2,,2,AVLP579,cb_intrinsic
AVLP591,2,,2,AVLP591,cb_intrinsic
AVLP593,2,,2,AVLP593,cb_intrinsic
AVLP594,2,,2,AVLP594,cb_intrinsic
AVLP595,2,,2,AVLP595,cb_intrinsic
CB0004,2,efferent neuron,2,GNG314,cb_motor
CB0010,2,,2,GNG300,cb_intrinsic
CB0011,2,,2,GNG141,cb_intrinsic
CB0016,1,,3,GNG592,cb_intrinsic
CB0018,2,,2,FLA019,cb_intrinsic
CB0020,2,,2,GNG154,cb_intrinsic
CB0023,2,,2,SLP470,cb_intrinsic
CB0025,2,,2,GNG312,cb_intrinsic
CB0029,2,,2,CB0029,cb_intrinsic
CB0031,2,,2,GNG079,cb_intrinsic
CB0033,2,,2,WED208,cb_intrinsic
CB0040,2,,2,GNG105,cb_intrinsic
CB0045,2,,2,GNG307,cb_intrinsic
CB0047,2,,2,GNG586,cb_intrinsic
CB0049,2,,2,GNG315,cb_intrinsic
CB0051,1,,3,GNG585,cb_intrinsic
CB0057,2,,2,GNG584,cb_intrinsic
CB0058,2,,2,GNG282,cb_intrinsic
CB0059,2,,2,GNG121,cb_intrinsic
CB0065,2,,2,GNG583,cb_intrinsic
CB0067,2,,2,GNG582,cb_intrinsic
CB0069,2,,2,GNG160,cb_intrinsic
CB0070,2,,2,GNG254,cb_intrinsic
CB0073,2,,2,WED210,cb_intrinsic
CB0082,2,,2,GNG579,cb_intrinsic
CB0097,2,,2,GNG576,cb_intrinsic
CB0101,2,,2,AVLP613,cb_intrinsic
CB0102,2,,2,SMP378,cb_intrinsic
CB0106,2,,2,GNG046,cb_intrinsic
CB0114,2,,2,GNG291,cb_intrinsic
CB0118,2,,2,GNG042,cb_intrinsic
CB0121,2,,2,CB0121,cb_intrinsic
CB0122,2,,2,CB0122,cb_intrinsic
CB0125,2,,2,AVLP608,cb_intrinsic
CB0128,2,,2,CB0128,cb_intrinsic
CB0135,2,,2,GNG321,cb_intrinsic
CB0136,2,,2,SMP053,cb_intrinsic
CB0141,2,,2,CB0141,cb_intrinsic
CB0144,2,,2,GNG311,cb_intrinsic
CB0150,2,,2,GNG290,cb_intrinsic
CB0152,2,,2,GNG568,cb_intrinsic
CB0153,2,,2,PRW068,cb_intrinsic
CB0164,2,,2,CB0164,cb_intrinsic
CB0175,2,,2,GNG560,cb_intrinsic
CB0176,2,,2,GNG253,cb_intrinsic
CB0177,2,,2,GNG143,cb_intrinsic
CB0180,2,,2,GNG288,cb_intrinsic
CB0184,2,,2,GNG558,cb_intrinsic
CB0186,2,,2,GNG557,cb_intrinsic
CB0192,2,,2,GNG215,cb_intrinsic
CB0194,2,,2,CB0194,cb_intrinsic
CB0200,1,,3,GNG554,cb_intrinsic
CB0211,2,,2,GNG551,cb_intrinsic
CB0213,2,,2,GNG549,cb_intrinsic
CB0215,2,,2,PS311,cb_intrinsic
CB0216,2,,2,GNG117,cb_intrinsic
CB0218,2,,2,CB0218,cb_intrinsic
CB0223,2,,2,PRW067,cb_intrinsic
CB0224,2,,2,CB0224,cb_intrinsic
CB0225,2,,2,GNG201,cb_intrinsic
CB0228,2,CNS neuron,2,CB0228,cb_intrinsic
CB0231,2,,2,GNG547,cb_intrinsic
CB0235,2,,2,GNG546,cb_intrinsic
CB0239,2,,2,GNG543,cb_intrinsic
CB0248,2,,2,GNG038,cb_intrinsic
CB0249,2,CNS neuron,2,GNG638,cb_intrinsic
CB0250,1,,3,GNG198,cb_intrinsic
CB0258,2,,2,VES105,cb_intrinsic
CB0259,2,,2,CB0259,cb_intrinsic
CB0262,2,,2,GNG540,cb_intrinsic
CB0265,2,,2,GNG113,cb_intrinsic
CB0272,2,,2,SMP744,cb_intrinsic
CB0277,2,,2,GNG208,cb_intrinsic
CB0278,2,,2,GNG538,cb_intrinsic
CB0280,2,,2,CB0280,cb_intrinsic
CB0287,2,,2,GNG537,cb_intrinsic
CB0303,2,,2,GNG260,cb_intrinsic
CB0312,2,,2,CB0312,cb_intrinsic
CB0317,2,,2,GNG630,cb_intrinsic
CB0318,2,,2,GNG536,cb_intrinsic
CB0325,2,,2,CB0325,cb_intrinsic
CB0331,2,,2,GNG158,cb_intrinsic
CB0333,2,,2,AMMC009,cb_intrinsic
CB0343,2,,2,PS206,cb_intrinsic
CB0358,2,,2,GNG124,cb_intrinsic
CB0360,2,,2,GNG086,cb_intrinsic
CB0367,2,,2,CB0367,cb_intrinsic
CB0378,2,,2,GNG205,cb_intrinsic
CB0382,2,,2,CB0382,cb_intrinsic
CB0390,2,,2,CB0390,cb_intrinsic
CB0392,2,,2,GNG530,cb_intrinsic
CB0396,2,,2,CB0396,cb_intrinsic
CB0408,2,,2,GNG527,cb_intrinsic
CB0409,2,,2,GNG104,cb_intrinsic
CB0413,2,,2,GNG235,cb_intrinsic
CB0416,2,,2,GNG199,cb_intrinsic
CB0426,2,,2,GNG249,cb_intrinsic
CB0430,2,,2,GNG112,cb_intrinsic
CB0432,2,,2,CB0432,cb_intrinsic
CB0434,2,,2,GNG159,cb_intrinsic
CB0435,2,,2,GNG308,cb_intrinsic
CB0438,2,,2,GNG054,cb_intrinsic
CB0442,2,,2,GNG302,cb_intrinsic
CB0448,2,,2,LAL208,cb_intrinsic
CB0452,2,,2,PLP260,cb_intrinsic
CB0454,2,,2,GNG031,cb_intrinsic
CB0456,2,,2,GNG166,cb_intrinsic
CB0457,2,,2,GNG156,cb_intrinsic
CB0459,2,,2,GNG189,cb_intrinsic
CB0469,2,,2,SAD105,cb_intrinsic
CB0473,2,,2,GNG029,cb_intrinsic
CB0477,2,,2,CB0477,cb_intrinsic
CB0483,2,,2,SLP472,cb_intrinsic
CB0485,2,,2,GNG517,cb_intrinsic
CB0486,2,,2,GNG306,cb_intrinsic
CB0488,2,,2,PS327,cb_intrinsic
CB0496,2,,2,GNG516,cb_intrinsic
CB0497,2,,2,GNG515,cb_intrinsic
CB0500,2,,2,PS352,cb_intrinsic
CB0503,2,,2,GNG091,cb_intrinsic
CB0504,2,,2,GNG514,cb_intrinsic
CB0508,2,,2,GNG512,cb_intrinsic
CB0510,2,,2,CB0510,cb_intrinsic
CB0515,2,,2,GNG167,cb_intrinsic
CB0517,2,,2,CB0517,cb_intrinsic
CB0519,2,,2,GNG661,cb_intrinsic
CB0523,2,,2,GNG286,cb_intrinsic
CB0526,2,,2,GNG508,cb_intrinsic
CB0528,2,,2,GNG507,cb_intrinsic
CB0530,2,,2,CB0530,cb_intrinsic
CB0531,2,,2,GNG304,cb_intrinsic
CB0532,2,,2,PRW058,cb_intrinsic
CB0533,2,,2,CB0533,cb_intrinsic
CB0534,2,,2,GNG506,cb_intrinsic
CB0538,2,,2,GNG505,cb_intrinsic
CB0542,2,,2,GNG183,cb_intrinsic
CB0544,2,,2,FLA017,cb_intrinsic
CB0552,2,,2,GNG170,cb_intrinsic
CB0561,2,,2,GNG501,cb_intrinsic
CB0564,2,,2,PS322,cb_intrinsic
CB0565,2,,2,GNG119,cb_intrinsic
CB0567,2,,2,PS307,cb_intrinsic
CB0576,2,,2,GNG196,cb_intrinsic
CB0581,2,,2,GNG285,cb_intrinsic
CB0582,2,,2,CB0582,cb_intrinsic
CB0585,2,,2,GNG500,cb_intrinsic
CB0595,2,,2,GNG499,cb_intrinsic
CB0596,2,CNS neuron,2,GNG233,cb_intrinsic
CB0599,2,,2,GNG497,cb_intrinsic
CB0600,2,,2,GNG181,cb_intrinsic
CB0602,2,,2,GNG495,cb_intrinsic
CB0603,2,,2,GNG494,cb_intrinsic
CB0607,2,,2,CB0607,cb_intrinsic
CB0608,2,,2,GNG114,cb_intrinsic
CB0610,2,,2,GNG493,cb_intrinsic
CB0612,2,,2,GNG492,cb_intrinsic
CB0615,2,,2,GNG293,cb_intrinsic
CB0616,2,,2,GNG232,cb_intrinsic
CB0617,2,,2,GNG491,cb_intrinsic
CB0618,2,,2,GNG213,cb_intrinsic
CB0619,2,,2,GNG490,cb_intrinsic
CB0620,2,,2,GNG241,cb_intrinsic
CB0627,2,,2,GNG640,cb_intrinsic
CB0631,2,,2,SLP471,cb_intrinsic
CB0633,2,,2,CB0633,cb_intrinsic
CB0638,2,,2,GNG489,cb_intrinsic
CB0647,2,,2,CB0647,cb_intrinsic
CB0654,2,,2,PLP262,cb_intrinsic
CB0655,2,,2,GNG667,cb_intrinsic
CB0656,2,,2,CB0656,cb_intrinsic
CB0657,2,,2,CB0657,cb_intrinsic
CB0661,2,,2,GNG487,cb_intrinsic
CB0671,2,,2,CB0671,cb_intrinsic
CB0679,2,,2,PS308,cb_intrinsic
CB0681,2,,2,PS320,cb_intrinsic
CB0682,2,,2,CB0682,cb_intrinsic
CB0684,2,,2,GNG484,cb_intrinsic
CB0690,2,,2,WED184,cb_intrinsic
CB0713,2,,2,GNG207,cb_intrinsic
CB0723,2,efferent neuron,2,GNG652,cb_motor
CB0733,2,,2,GNG473,cb_intrinsic
CB0749,2,,2,AMMC011,cb_intrinsic
CB0750,2,efferent neuron,2,GNG668,cb_motor
CB0752,2,,2,GNG248,cb_intrinsic
CB0765,2,,2,GNG472,cb_intrinsic
CB0768,2,,2,GNG188,cb_intrinsic
CB0774,2,,2,GNG111,cb_intrinsic
CB0775,2,,2,GNG218,cb_intrinsic
CB0779,2,,2,GNG073,cb_intrinsic
CB0787,2,,2,GNG246,cb_intrinsic
CB0797,2,,2,GNG259,cb_intrinsic
CB0799,2,,2,GNG468,cb_intrinsic
CB0802,2,,2,aMe_TBD1,cb_intrinsic
CB0803,2,,2,GNG077,cb_intrinsic
CB0809,2,,2,GNG244,cb_intrinsic
CB0828,2,,2,IB101,cb_intrinsic
CB0832,2,,2,GNG225,cb_intrinsic
CB0834,2,,2,GNG220,cb_intrinsic
CB0839,2,,2,GNG173,cb_intrinsic
CB0844,2,,2,GNG059,cb_intrinsic
CB0855,2,,2,GNG226,cb_intrinsic
CB0857,2,,2,GNG182,cb_intrinsic
CB0860,2,,2,GNG053,cb_intrinsic
CB0874,2,,2,PRW049,cb_intrinsic
CB0879,2,,2,GNG243,cb_intrinsic
CB0880,2,,2,GNG459,cb_intrinsic
CB0900,2,,2,GNG224,cb_intrinsic
CB0906,2,,2,GNG068,cb_intrinsic
CB0908,2,,2,GNG030,cb_intrinsic
CB0920,2,,2,GNG171,cb_intrinsic
CB0921,2,sensory neuron,2,GNG081,cb_intrinsic
CB0922,2,,2,GNG455,cb_intrinsic
CB0932,2,,2,SMP131,cb_intrinsic
CB0969,1,,3,SLP042,cb_intrinsic
CB1002,2,,2,AVLP003,cb_intrinsic
CB1035,2,,2,CB1035,cb_intrinsic
CB1077,2,,2,CB1077,cb_intrinsic
CB1103,1,,3,CB1103,cb_intrinsic
CB1104,2,,2,CB1104,cb_intrinsic
CB1108,2,,2,CB1108,cb_intrinsic
CB1195,1,,3,LHPV2a3,cb_intrinsic
CB1200,1,,3,CB1200,cb_intrinsic
CB1208,1,,3,CB1208,cb_intrinsic
CB1210,1,,3,LHPV4g2,cb_intrinsic
CB1218,2,,2,LHPV4c1_a,cb_intrinsic
CB1249,1,,3,CB1249,cb_intrinsic
CB1274,3,,1,CB1274,cb_intrinsic
CB1275,1,,3,CB1275,cb_intrinsic
CB1323,2,,2,GNG274,cb_intrinsic
