cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass,category
AVLP037,0,,1,AVLP037,cb_intrinsic,male_specific
"AVLP096,AVLP256,AVLP255,WED014",0,,1,WED013,cb_intrinsic,male_specific
AVLP105b,0,,1,AVLP105,cb_intrinsic,male_specific
CB0407,0,,1,GNG528,cb_intrinsic,male_specific
CB0436,0,,1,GNG522,cb_intrinsic,male_specific
CB0548,0,,1,PRW057,cb_intrinsic,male_specific
CB0648,0,,1,CB0648,cb_intrinsic,male_specific
CB0683,0,,1,CB0683,cb_intrinsic,male_specific
CB0778,0,,1,GNG470,cb_intrinsic,male_specific
"CB0825,CB3004",0,,1,,cb_intrinsic,male_specific
"CB1099,CB1620",0,,1,,cb_intrinsic,male_specific
CB1116,0,,1,CB1116,cb_intrinsic,male_specific
"CB1304,CB2233",0,,1,,cb_intrinsic,male_specific
CB1652,0,,1,CB1652,cb_intrinsic,male_specific
CB1828,0,,1,SMP736,cb_intrinsic,male_specific
CB2055,0,,1,GNG388,cb_intrinsic,male_specific
CB2416,0,,1,CB2416,cb_intrinsic,male_specific
CB2718,0,,1,GNG384,cb_intrinsic,male_specific
CB2743,0,,1,CB2743,cb_intrinsic,male_specific
CB2865b,0,,1,WEDPN7A,cb_intrinsic,male_specific
CB2889,0,,1,CB2889,cb_intrinsic,male_specific
"CB2968,CB3438",0,,1,PRW024,cb_intrinsic,male_specific
CB3008,0,,1,CB3008,cb_intrinsic,male_specific
CB3071,0,,1,CB3071,cb_intrinsic,male_specific
CB3130,0,,1,SLP164,cb_intrinsic,male_specific
CB3134b,0,,1,LHAV6b3,cb_intrinsic,male_specific
CB3178,0,,1,AVLP345_b,cb_intrinsic,male_specific
CB3332,0,,1,CB3332,cb_intrinsic,male_specific
"CB3377,CB3234",0,,1,,cb_intrinsic,male_specific
CB3407,0,,1,CB3407,cb_intrinsic,male_specific
CB3766,0,,1,SMP227,cb_intrinsic,male_specific
CB3875,0,,1,SAD109,cb_intrinsic,male_specific
CB3876,0,,1,SAD103,cb_intrinsic,male_specific
CB3878,0,,1,SAD096,cb_intrinsic,male_specific
CB3881,0,,1,WED185,cb_intrinsic,male_specific
CB3885,0,,1,GNG004,cb_intrinsic,male_specific
CB3887,0,,1,GNG006,cb_intrinsic,male_specific
CB3892a,0,,1,GNG297,cb_intrinsic,male_specific
CB3892b,0,,1,GNG298,cb_intrinsic,male_specific
CB3898,0,,1,GNG344,cb_intrinsic,male_specific
CB3901,0,,1,GNG299,cb_intrinsic,male_specific
CB3902,0,,1,GNG005,cb_intrinsic,male_specific
CB3903,0,,1,GNG343,cb_intrinsic,male_specific
CB3904,0,,1,GNG343,cb_intrinsic,male_specific
CB3911,0,,1,WED196,cb_intrinsic,male_specific
CB3913,0,,1,WED189,cb_intrinsic,male_specific
CB3914,0,,1,WED187,cb_intrinsic,male_specific
CB3916,0,,1,GNG003,cb_intrinsic,male_specific
CB3924,0,,1,GNG337,cb_intrinsic,male_specific
CB3933,0,,1,CB3933,cb_intrinsic,male_specific
CB3950b,0,,1,CB3950b,cb_intrinsic,male_specific
CB3958,0,,1,GNG002,cb_intrinsic,male_specific
CB3997,0,,1,SAD115,cb_intrinsic,male_specific
CB4019,0,,1,CB4019,cb_intrinsic,male_specific
CB4058,0,,1,GNG001,cb_intrinsic,male_specific
CB4203,0,,1,PRW004,cb_intrinsic,male_specific
CB4247,0,,1,CB4247,cb_intrinsic,male_specific
CL121,0,,1,CL12X,cb_intrinsic,male_specific
DNge150,0,,1,DNge150,descending_neuron,male_specific
DNge151,0,,1,DNge151,descending_neuron,male_specific
FB3D,0,,1,FB3D,cb_intrinsic,male_specific
JO-EV4,0,,1,JO-EV4,cb_sensory,male_specific
LHAD1f4a,0,,1,LHAD1f4,cb_intrinsic,male_specific
LHAD2c3a,0,,1,LHAD2c3,cb_intrinsic,male_specific
LHAV2a3b,0,,1,LHAV2a3,cb_intrinsic,male_specific
LHPV2i1,0,,1,LHPV2i1,cb_intrinsic,male_specific
LHPV4a7b,0,,1,LHPV4a7,cb_intrinsic,male_specific
PS210,0,,1,PS210,cb_intrinsic,male_specific
SA_VTV_8,0,,1,LgAG3,sensory_ascending,male_specific
SIP090,0,,1,SIP090,cb_intrinsic,male_specific
SMP025b,0,,1,SMP025,cb_intrinsic,male_specific
SMP331c,0,,1,SMP331,cb_intrinsic,male_specific
TRN_VP3b,0,,1,TRN_VP3b,cb_sensory,male_specific
lLN9,0,,1,lLN9,cb_intrinsic,male_specific
R1-6,6,CNS neuron,3377,R1-R6,ol_sensory,isomorphic
KCab,653,CNS neuron,1681,KCab-s,cb_intrinsic,isomorphic
KCg-m,894,CNS neuron,1346,KCg-m,cb_intrinsic,isomorphic
Tm3,92,CNS neuron,2054,Tm3,ol_intrinsic,isomorphic
Tm9,337,CNS neuron,1771,Tm9,ol_intrinsic,isomorphic
Mi9,220,CNS neuron,1775,Mi9,ol_intrinsic,isomorphic
T3,10,CNS neuron,1940,T3,ol_intrinsic,isomorphic
Tm1,161,CNS neuron,1777,Tm1,ol_intrinsic,isomorphic
T4b,247,CNS neuron,1690,T4b,ol_intrinsic,isomorphic
Mi4,114,CNS neuron,1772,Mi4,ol_intrinsic,isomorphic
T2a,13,CNS neuron,1872,T2a,ol_intrinsic,isomorphic
T4c,88,CNS neuron,1778,T4c,ol_intrinsic,isomorphic
T5c,145,CNS neuron,1720,T5c,ol_intrinsic,isomorphic
Tm2,98,CNS neuron,1766,Tm2,ol_intrinsic,isomorphic
Mi1,79,CNS neuron,1773,Mi1,ol_intrinsic,isomorphic
T5b,130,CNS neuron,1715,T5b,ol_intrinsic,isomorphic
Tm20,64,CNS neuron,1762,Tm20,ol_intrinsic,isomorphic
T4a,129,CNS neuron,1684,T4a,ol_intrinsic,isomorphic
T4d,100,CNS neuron,1710,T4d,ol_intrinsic,isomorphic
T5a,130,CNS neuron,1664,T5a,ol_intrinsic,isomorphic
C3,13,CNS neuron,1779,C3,ol_intrinsic,isomorphic
L5,4,CNS neuron,1788,L5,ol_intrinsic,isomorphic
L2,2,,1779,L2,ol_intrinsic,isomorphic
L1,2,CNS neuron,1776,L1,ol_intrinsic,isomorphic
T1,1,CNS neuron,1777,T1,ol_intrinsic,isomorphic
L3,1,,1772,L3,ol_intrinsic,isomorphic
C2,11,CNS neuron,1745,C2,ol_intrinsic,isomorphic
T5d,102,CNS neuron,1620,T5d,ol_intrinsic,isomorphic
Tm4,45,CNS neuron,1670,Tm4,ol_intrinsic,isomorphic
T2,27,CNS neuron,1630,T2,ol_intrinsic,isomorphic
BM_InOm,870,sensory neuron,706,BM_InOm,cb_sensory,isomorphic
Dm2,102,CNS neuron,1452,Dm2,ol_intrinsic,isomorphic
TmY5a,22,CNS neuron,1364,TmY5a,ol_intrinsic,isomorphic
Tm27,3,,1367,TmY18,ol_intrinsic,isomorphic
R8,31,sensory neuron,1329,R8y,ol_sensory,isomorphic
R7,37,sensory neuron,1300,R7y,ol_sensory,isomorphic
Dm3p,5,,1204,Dm3a,ol_intrinsic,isomorphic
Mi15,22,CNS neuron,1151,Mi15,ol_intrinsic,isomorphic
Dm3q,4,,1136,Dm3b,ol_intrinsic,isomorphic
Mi2,40,CNS neuron,986,Mi2,ol_intrinsic,isomorphic
Mi13,41,CNS neuron,910,Mi13,ol_intrinsic,isomorphic
Tm5f,3,,898,Tm5Y,ol_intrinsic,isomorphic
TmY3,10,CNS neuron,824,TmY3,ol_intrinsic,isomorphic
Dm3v,5,,787,Dm3c,ol_intrinsic,isomorphic
Tm5c,34,CNS neuron,750,Tm5c,ol_intrinsic,isomorphic
LC12,240,CNS neuron,498,LC12,visual_projection,isomorphic
Tm5a,28,CNS neuron,624,Tm5a,ol_intrinsic,isomorphic
Y3,15,,627,Y3,ol_intrinsic,isomorphic
Dm10,1,CNS neuron,626,Dm10,ol_intrinsic,isomorphic
Tm5e,14,,559,Tm37,ol_intrinsic,isomorphic
Tm5d,19,,544,Tm29,ol_intrinsic,isomorphic
TmY10,4,,552,TmY10,ol_intrinsic,isomorphic
Tm5b,20,,522,Tm5b,ol_intrinsic,isomorphic
TmY14,42,,477,TmY14,visual_projection,isomorphic
TmY9q,2,,515,TmY9b,ol_intrinsic,isomorphic
Dm15,5,CNS neuron,485,Dm15,ol_intrinsic,isomorphic
LC17,134,CNS neuron,353,LC17,visual_projection,isomorphic
Sm02,4,,472,Cm1,ol_intrinsic,isomorphic
TmY9q__perp,2,,471,TmY9a,ol_intrinsic,isomorphic
LLPC1,183,CNS neuron,285,LLPC1,visual_projection,isomorphic
Tm7,25,,426,Tm39,ol_intrinsic,isomorphic
LLPC2,195,CNS neuron,250,LLPC2,visual_projection,isomorphic
TmY31,2,,395,TmY17,ol_intrinsic,isomorphic
Sm01,2,,383,Cm2,ol_intrinsic,isomorphic
KCapbp-ap1,180,CNS neuron,197,KCa'b'-ap1,cb_intrinsic,isomorphic
Tm36,3,,372,TmY21,ol_intrinsic,isomorphic
LC10a,85,CNS neuron,275,LC10a,visual_projection,isomorphic
LPC1,124,CNS neuron,224,LPC1,visual_projection,isomorphic
KCapbp-ap2,55,CNS neuron,291,KCa'b'-ap2,cb_intrinsic,isomorphic
Li01,105,,232,Li22,ol_intrinsic,isomorphic
Sm07,9,,323,Cm3,ol_intrinsic,isomorphic
MeTu1,76,CNS neuron,250,MeTu1,visual_projection,isomorphic
KCapbp-m,118,CNS neuron,205,KCa'b'-m,cb_intrinsic,isomorphic
LC10c,66,CNS neuron,255,LC10c-1,visual_projection,isomorphic
LC13,143,,177,LC13,visual_projection,isomorphic
Mi14,3,,315,Mi14,ol_intrinsic,isomorphic
KCg-d,105,CNS neuron,206,KCg-d,cb_intrinsic,isomorphic
LC16,127,CNS neuron,182,LC16,visual_projection,isomorphic
LLPC3,88,,219,LLPC3,visual_projection,isomorphic
LC18,98,CNS neuron,208,LC18,visual_projection,isomorphic
LC9,87,CNS neuron,219,LC9,visual_projection,isomorphic
LC10d,82,CNS neuron,214,LC10d,visual_projection,isomorphic
Tm37,3,,280,Tm33,ol_intrinsic,isomorphic
Dm12,3,CNS neuron,276,Dm12,ol_intrinsic,isomorphic
Dm9,1,CNS neuron,273,Dm9,ol_intrinsic,isomorphic
LPLC2,74,CNS neuron,185,LPLC2,visual_projection,isomorphic
Sm03,5,,251,Cm4,ol_intrinsic,isomorphic
Li05,48,,207,Li21,ol_intrinsic,isomorphic
Li10,38,,217,Li14,ol_intrinsic,isomorphic
Pm01,6,CNS neuron,246,Pm1,ol_intrinsic,isomorphic
Li06,1,,245,Tm24,ol_intrinsic,isomorphic
BM_vOcci_vPoOr,198,sensory neuron,26,BM_vOcci_vPoOr,cb_sensory,isomorphic
Pm03,5,,219,Pm2a,ol_intrinsic,isomorphic
LC15,96,,126,LC15,visual_projection,isomorphic
Sm08,8,,214,Cm5,ol_intrinsic,isomorphic
LC11,75,CNS neuron,143,LC11,visual_projection,isomorphic
ORN_DA1,14,sensory neuron,204,ORN_DA1,cb_sensory,isomorphic
Sm06,6,,211,Cm6,ol_intrinsic,isomorphic
LB3,128,sensory neuron,87,LB3d,cb_sensory,isomorphic
LC21,60,CNS neuron,153,LC21,visual_projection,isomorphic
Y4,3,,208,Y14,ol_intrinsic,isomorphic
ORN_VA1v,76,sensory neuron,130,ORN_VA1v,cb_sensory,isomorphic
Y1,9,,193,Y13,ol_intrinsic,isomorphic
MeTu3c,23,,173,MeTu3c,visual_projection,isomorphic
Sm05,4,,191,Mi16,ol_intrinsic,isomorphic
Y12,9,,186,Y12,ol_intrinsic,isomorphic
LC4,68,CNS neuron,126,LC4,visual_projection,isomorphic
LPC2,38,CNS neuron,154,LPC2,visual_projection,isomorphic
Sm04,1,,189,Mi17,ol_intrinsic,isomorphic
Sm12,7,,182,Cm8,ol_intrinsic,isomorphic
Sm09,4,,184,Cm7,ol_intrinsic,isomorphic
LC6,62,CNS neuron,124,LC6,visual_projection,isomorphic
Pm02,4,CNS neuron,182,Pm5,ol_intrinsic,isomorphic
MTe51,59,,122,MeVP1,visual_projection,isomorphic
KCab-p,49,CNS neuron,129,KCab-p,cb_intrinsic,isomorphic
Tlp1,38,,139,Tlp12,ol_intrinsic,isomorphic
Tm32,2,,174,Tm34,ol_intrinsic,isomorphic
LPLC1,35,CNS neuron,134,LPLC1,visual_projection,isomorphic
TmY16,1,,168,TmY16,ol_intrinsic,isomorphic
ORN_VA1d,35,sensory neuron,132,ORN_VA1d,cb_sensory,isomorphic
MeTu4a,19,,146,MeTu4a,visual_projection,isomorphic
Y11,12,,153,Y11,ol_intrinsic,isomorphic
JO-B,147,sensory neuron,13,JO-B-unclear,cb_sensory,isomorphic
Dm11,1,,158,Dm11,ol_intrinsic,isomorphic
MLt3,13,,145,MeLo2,ol_intrinsic,isomorphic
Tm8b,1,,155,Tm36,ol_intrinsic,isomorphic
LC10e,45,CNS neuron,110,LC10e,visual_projection,isomorphic
Sm15,8,,143,Cm9,ol_intrinsic,isomorphic
MeTu4c,6,,143,MeTu4c,visual_projection,isomorphic
Li02,27,,119,Li23,ol_intrinsic,isomorphic
ORN_VL1,64,sensory neuron,82,ORN_VL1,cb_sensory,isomorphic
LC22,70,,73,LC22,visual_projection,isomorphic
ORN_DL3,40,sensory neuron,103,ORN_DL3,cb_sensory,isomorphic
Li03,29,,113,Li27,ol_intrinsic,isomorphic
LC10b,45,CNS neuron,95,LC10b,visual_projection,isomorphic
LPLC4,43,CNS neuron,97,LPLC4,visual_projection,isomorphic
LPi04,15,CNS neuron,123,LPi3a,ol_intrinsic,isomorphic
BM_Taste,96,sensory neuron,40,BM_Taste,cb_sensory,isomorphic
Li17,19,,117,Li25,ol_intrinsic,isomorphic
MTe01a,36,,99,MeVP6,visual_projection,isomorphic
ORN_VA2,51,sensory neuron,83,ORN_VA2,cb_sensory,isomorphic
Tlp4,19,,115,Tlp13,ol_intrinsic,isomorphic
cLP02,33,,101,LPT111,visual_centrifugal,isomorphic
LC26,57,,75,LC26,visual_projection,isomorphic
LPi09,9,,119,LPi34,ol_intrinsic,isomorphic
Pm08,2,,124,Pm2b,ol_intrinsic,isomorphic
MLt1,2,,123,MeLo1,ol_intrinsic,isomorphic
ORN_VM5d,41,sensory neuron,84,ORN_VM5d,cb_sensory,isomorphic
Tm31,1,,124,Tm30,ol_intrinsic,isomorphic
LC24,30,,94,LC24,visual_projection,isomorphic
MTe02,41,,76,MeVP2,visual_projection,isomorphic
ORN_DM1,40,sensory neuron,74,ORN_DM1,cb_sensory,isomorphic
LPi07,7,,104,LPi3412,ol_intrinsic,isomorphic
ORN_DL1,28,sensory neuron,83,ORN_DL1,cb_sensory,isomorphic
Li13,41,,65,Li13,ol_intrinsic,isomorphic
LC20b,26,CNS neuron,79,LC20b,visual_projection,isomorphic
ORN_VL2a,4,sensory neuron,98,ORN_VL2a,cb_sensory,isomorphic
ORN_VM4,24,sensory neuron,78,ORN_VM4,cb_sensory,isomorphic
LCe02,44,,57,LC30,visual_projection,isomorphic
Dm20,2,CNS neuron,98,Dm20,ol_intrinsic,isomorphic
LPi05,4,,95,LPi2e,ol_intrinsic,isomorphic
Sm10,9,,89,Cm10,ol_intrinsic,isomorphic
vDeltaA_a,28,,70,vDeltaA_a,cb_intrinsic,isomorphic
MLt4,1,,96,MeLo7,ol_intrinsic,isomorphic
MTe54,27,,69,MeVP3,visual_projection,isomorphic
ORN_V,41,sensory neuron,55,ORN_V,cb_sensory,isomorphic
MTe01b,43,,52,MeVP7,visual_projection,isomorphic
LCe03,43,,51,LoVP13,visual_projection,isomorphic
MeTu3b,13,,80,MeTu3b,visual_projection,isomorphic
ORN_DM2,38,sensory neuron,54,ORN_DM2,cb_sensory,isomorphic
ORN_DM6,33,sensory neuron,58,ORN_DM6,cb_sensory,isomorphic
LC25,34,CNS neuron,56,LC25,visual_projection,isomorphic
vDeltaK,43,,47,vDeltaK,cb_intrinsic,isomorphic
LMa1,16,,73,MeLo13,ol_intrinsic,isomorphic
LMa4,3,,86,TmY19a,ol_intrinsic,isomorphic
Tm34,2,,86,Tm35,ol_intrinsic,isomorphic
ORN_VA6,24,sensory neuron,63,ORN_VA6,cb_sensory,isomorphic
LLPt,17,,69,LOLP1,ol_intrinsic,isomorphic
FS3,9,,76,FS3_d,cb_intrinsic,isomorphic
MeTu2a,15,,70,MeTu2a,visual_projection,isomorphic
Dm1,2,CNS neuron,80,Dm1,ol_intrinsic,isomorphic
MTe50,27,,55,MeVP11,visual_projection,isomorphic
cLP01,21,,61,LPT112,visual_centrifugal,isomorphic
Tlp5,13,,68,Tlp11,ol_intrinsic,isomorphic
PFNa,22,,58,PFNa,cb_intrinsic,isomorphic
Sm16,10,,70,Cm12,ol_intrinsic,isomorphic
Pm04,5,,74,Pm10,ol_intrinsic,isomorphic
Sm19,3,,75,Cm11a,ol_intrinsic,isomorphic
FC3,25,,52,FC3_b,cb_intrinsic,isomorphic
LC20a,13,,62,LC20a,visual_projection,isomorphic
LMt4,25,,50,MeLo11,ol_intrinsic,isomorphic
Li11,7,,68,Li34a,ol_intrinsic,isomorphic
MTe03,14,,61,MeVP10,visual_projection,isomorphic
vDeltaA_b,44,,31,vDeltaA_b,cb_intrinsic,isomorphic
LC27,28,,46,LC27,visual_projection,isomorphic
LC40,40,CNS neuron,34,LC40,visual_projection,isomorphic
ORN_VM2,32,sensory neuron,41,ORN_VM2,cb_sensory,isomorphic
LC28a,10,,62,LC28,visual_projection,isomorphic
Li18,21,,51,Li19,ol_intrinsic,isomorphic
ORN_DM3,9,sensory neuron,63,ORN_DM3,cb_sensory,isomorphic
ORN_VM3,29,sensory neuron,43,ORN_VM3,cb_sensory,isomorphic
FS4A,14,,57,FS4A,cb_intrinsic,isomorphic
LC28b,9,,61,LoVP5,visual_projection,isomorphic
Pm09,1,,69,Pm3,ol_intrinsic,isomorphic
LMt2,7,,61,MeLo10,ol_intrinsic,isomorphic
LC31a,35,,32,LC31a,visual_projection,isomorphic
LCe01b,15,,52,LoVP1,visual_projection,isomorphic
LPi11,6,,61,LPi43,ol_intrinsic,isomorphic
Li09,7,,60,Li34b,ol_intrinsic,isomorphic
Sm20,11,,56,Cm11b,ol_intrinsic,isomorphic
Tlp14,9,,58,Tlp14,ol_intrinsic,isomorphic
Dm6,4,CNS neuron,62,Dm6,ol_intrinsic,isomorphic
FC1C,15,,51,FC1E,cb_intrinsic,isomorphic
aMe5,24,,42,aMe5,visual_projection,isomorphic
LPi02,4,,61,LPi2d,ol_intrinsic,isomorphic
MLt7,3,,62,MeLo6,ol_intrinsic,isomorphic
LPi10,10,,54,LPi2c,ol_intrinsic,isomorphic
vDeltaM,9,,55,vDeltaM,cb_intrinsic,isomorphic
Dm18,5,CNS neuron,58,Dm18,ol_intrinsic,isomorphic
FC1D,38,,25,FC1D,cb_intrinsic,isomorphic
LMt1,13,,50,MeLo12,ol_intrinsic,isomorphic
ORN_DL4,1,,62,ORN_DL4,cb_sensory,isomorphic
Li04,30,,31,Li18b,ol_intrinsic,isomorphic
vDeltaL,23,,37,vDeltaL,cb_intrinsic,isomorphic
MTe52,19,,40,MeVP4,visual_projection,isomorphic
PAM08,9,,50,PAM08,cb_intrinsic,isomorphic
FC2C,11,,47,FC2C,cb_intrinsic,isomorphic
LCe04,16,,42,LoVP12,visual_projection,isomorphic
Li08,9,,49,Li18a,ol_intrinsic,isomorphic
Sm22,6,,52,Cm13,ol_intrinsic,isomorphic
cLP03,19,,39,LPT114,visual_centrifugal,isomorphic
vDeltaB,27,,31,vDeltaB,cb_intrinsic,isomorphic
FS2,15,,42,FS2,cb_intrinsic,isomorphic
LC33,25,,32,LC33,visual_projection,isomorphic
ORN_DA2,9,sensory neuron,48,ORN_DA2,cb_sensory,isomorphic
Dm13,3,CNS neuron,53,Dm13,ol_intrinsic,isomorphic
ORN_DM5,21,sensory neuron,35,ORN_DM5,cb_sensory,isomorphic
Pm10,2,,54,Pm9,ol_intrinsic,isomorphic
DmDRA1,5,,50,Dm-DRA1,ol_intrinsic,isomorphic
LPTe01,15,,40,LPT100,visual_projection,isomorphic
LT52,21,,34,LT52,visual_projection,isomorphic
ORN_VA3,25,sensory neuron,30,ORN_VA3,cb_sensory,isomorphic
ORN_VL2p,10,sensory neuron,45,ORN_VL2p,cb_sensory,isomorphic
LC29,14,,40,LC29,visual_projection,isomorphic
LC36,22,,32,LC36,visual_projection,isomorphic
ORN_DM4,22,sensory neuron,32,ORN_DM4,cb_sensory,isomorphic
ORN_VC1,25,sensory neuron,29,ORN_VC1,cb_sensory,isomorphic
AN_AVLP_53,23,sensory neuron,30,AN10B047,ascending_neuron,isomorphic
LPi08,7,,46,LPi3b,ol_intrinsic,isomorphic
ORN_VM7d,17,sensory neuron,36,ORN_VM7d,cb_sensory,isomorphic
PFR_a,25,CNS neuron,28,PFR_a,cb_intrinsic,isomorphic
Sm23,5,,48,Cm14,ol_intrinsic,isomorphic
ORN_VM6v,18,sensory neuron,34,ORN_VM6v,cb_sensory,isomorphic
PFNv,32,,20,PFNv,cb_intrinsic,isomorphic
Sm13,5,,47,Cm15,ol_intrinsic,isomorphic
EPG,5,,46,EPG,cb_intrinsic,isomorphic
ORN_VA4,17,sensory neuron,34,ORN_VA4,cb_sensory,isomorphic
ORN_VC5,20,sensory neuron,31,ORN_VC5,cb_sensory,isomorphic
PFNd,10,,40,PFNd,cb_intrinsic,isomorphic
ORN_VM5v,15,sensory neuron,34,ORN_VM5v,cb_sensory,isomorphic
PAM01,5,,44,PAM01,cb_intrinsic,isomorphic
LCe01a,4,,44,LoVP2,visual_projection,isomorphic
LMa2,1,,47,MeLo8,ol_intrinsic,isomorphic
LMt3,9,,39,MeLo14,ol_intrinsic,isomorphic
ORN_VA7l,19,sensory neuron,29,ORN_VA7l,cb_sensory,isomorphic
BM_MaPa,32,sensory neuron,15,BM_MaPa,cb_sensory,isomorphic
Li12,7,,40,Li20,ol_intrinsic,isomorphic
LC14b,3,,43,LC14b,ol_intrinsic,isomorphic
ORN_DC1,14,sensory neuron,32,ORN_DC1,cb_sensory,isomorphic
ORN_VA7m,22,sensory neuron,24,ORN_VA7m,cb_sensory,isomorphic
Sm21,2,,44,Cm11c,ol_intrinsic,isomorphic
FS4B,16,,29,FS4B,cb_intrinsic,isomorphic
JO-A,21,sensory neuron,24,JO-A-unclear,cb_sensory,isomorphic
LPi06,11,,34,LPi4a,ol_intrinsic,isomorphic
Li15,4,CNS neuron,41,Li15,ol_intrinsic,isomorphic
Li16,7,,38,Li26,ol_intrinsic,isomorphic
ORN_DL5,2,sensory neuron,43,ORN_DL5,cb_sensory,isomorphic
ORN_VC2,13,sensory neuron,32,ORN_VC2,cb_sensory,isomorphic
ORN_VC3,11,sensory neuron,34,ORN_VC3,cb_sensory,isomorphic
ORN_VM1,12,sensory neuron,33,ORN_VM1,cb_sensory,isomorphic
ORN_VM7v,20,sensory neuron,25,ORN_VM7v,cb_sensory,isomorphic
MeTu3a,2,,42,MeTu3a,visual_projection,isomorphic
BM_Vib,21,sensory neuron,22,BM_Vib,cb_sensory,isomorphic
Delta7,1,,42,Delta7,cb_intrinsic,isomorphic
MTe04,12,,31,MeVP12,visual_projection,isomorphic
SLP405,7,,36,SLP405_a,cb_intrinsic,isomorphic
FC2B,15,,27,FC2B,cb_intrinsic,isomorphic
vDeltaC,15,,27,vDeltaC,cb_intrinsic,isomorphic
MeTu4d,1,,40,MeTu4d,visual_projection,isomorphic
ORN_DC3,6,sensory neuron,35,ORN_DC3,cb_sensory,isomorphic
Sm14,3,,38,Cm16,ol_intrinsic,isomorphic
WED057,20,,21,WED057,cb_intrinsic,isomorphic
LCe05,20,,20,LoVP7,visual_projection,isomorphic
ORN_VC4,2,sensory neuron,38,ORN_VC4,cb_sensory,isomorphic
LT51,17,,22,LT51,visual_projection,isomorphic
ORN_DA3,5,sensory neuron,34,ORN_DA3,cb_sensory,isomorphic
ORN_DA4m,4,sensory neuron,35,ORN_DA4m,cb_sensory,isomorphic
ORN_DP1l,6,sensory neuron,33,ORN_DP1l,cb_sensory,isomorphic
vDeltaE,21,,18,vDeltaE,cb_intrinsic,isomorphic
HRN_VP4,10,sensory neuron,28,HRN_VP4,cb_sensory,isomorphic
LPi01,5,,33,LPi14,ol_intrinsic,isomorphic
MeTu4b,6,,32,MeTu4b,visual_projection,isomorphic
ORN_D,10,sensory neuron,28,ORN_D,cb_sensory,isomorphic
ORN_DP1m,7,sensory neuron,31,ORN_DP1m,cb_sensory,isomorphic
PAM04,6,,32,PAM04,cb_intrinsic,isomorphic
hDeltaJ,7,,31,hDeltaJ,cb_intrinsic,isomorphic
AN_AVLP_51,16,sensory neuron,21,AN10B045,ascending_neuron,isomorphic
FS4C,9,,28,FS4C,cb_intrinsic,isomorphic
LT57,16,CNS neuron,21,LoVP14,visual_projection,isomorphic
MTe05,4,,33,MeVP14,visual_projection,isomorphic
CB1078,10,CNS neuron,26,SAD057,cb_intrinsic,isomorphic
IbSpsP,5,,31,IbSpsP,cb_intrinsic,isomorphic
hDeltaK,5,,31,hDeltaK,cb_intrinsic,isomorphic
LC45,12,,23,LoVP10,visual_projection,isomorphic
ORN_DA4l,2,sensory neuron,33,ORN_DA4l,cb_sensory,isomorphic
ORN_DL2v,12,sensory neuron,23,ORN_DL2v,cb_sensory,isomorphic
ORN_VM6l,21,sensory neuron,14,ORN_VM6l,cb_sensory,isomorphic
ORN_VM6m,10,sensory neuron,25,ORN_VM6m,cb_sensory,isomorphic
PAM06,7,,28,PAM06,cb_intrinsic,isomorphic
JO-CM,4,sensory neuron,30,JO-CM,cb_sensory,isomorphic
Li14,1,,33,Tm23,ol_intrinsic,isomorphic
TuBu03,11,,23,TuBu03,cb_intrinsic,isomorphic
vDeltaD,13,,21,vDeltaD,cb_intrinsic,isomorphic
AN_GNG_172,25,sensory neuron,8,AN07B085,ascending_neuron,isomorphic
CB1876,8,,25,CB1876,cb_intrinsic,isomorphic
ER3d_b,13,,20,ER3d_b,cb_intrinsic,isomorphic
PFR_b,17,,16,PFR_b,cb_intrinsic,isomorphic
PLP115_b,11,,22,PLP115_b,cb_intrinsic,isomorphic
lLN1_bc,3,,30,lLN1_bc,cb_intrinsic,isomorphic
FR1,14,,18,FR1,cb_intrinsic,isomorphic
LC14a1,2,,30,LC14a-1,ol_intrinsic,isomorphic
Li07,5,,27,Li35,ol_intrinsic,isomorphic
MeTu2b,1,,31,MeTu2b,visual_projection,isomorphic
ORN_DC2,10,sensory neuron,22,ORN_DC2,cb_sensory,isomorphic
ORN_DC4,9,sensory neuron,23,ORN_DC4,cb_sensory,isomorphic
Sm18,6,,26,Cm20,ol_intrinsic,isomorphic
TuBu07,11,,21,TuBu07,cb_intrinsic,isomorphic
ER4d,5,,26,ER4d,cb_intrinsic,isomorphic
JO-CL,12,sensory neuron,19,JO-CL,cb_sensory,isomorphic
LC37,16,,15,LC37,visual_projection,isomorphic
PEN_b(PEN2),9,,22,PEN_b(PEN2),cb_intrinsic,isomorphic
AN_AVLP_GNG_23,19,,11,AN05B062,ascending_neuron,isomorphic
MeMe_e02,11,,19,MeVPMe5,ol_intrinsic,isomorphic
Pm11,2,,28,Pm7,ol_intrinsic,isomorphic
Sm43,2,,28,Cm18,ol_intrinsic,isomorphic
TuBu08,9,,21,TuBu08,cb_intrinsic,isomorphic
CB2357,15,,14,CRE054,cb_intrinsic,isomorphic
DNg07,13,CNS neuron,16,DNg07,descending_neuron,isomorphic
DNg12_e,23,CNS neuron,6,DNg12_e,descending_neuron,isomorphic
LTe09,7,,22,LoVP8,visual_projection,isomorphic
PFL3,5,,24,PFL3,cb_intrinsic,isomorphic
SMP568,8,,21,SMP568_a,cb_intrinsic,isomorphic
EL,10,,18,EL,cb_intrinsic,isomorphic
