cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
STTMm,2,efferent neuron,0,,
VES024,2,,0,,
VES051,2,,0,,
VES060,2,,0,,
VES066,2,,0,,
VLPl2_posterior_13,2,,0,,
VLPl2_posterior_47,2,,0,,
VLPp&l1_posterior_25,2,,0,,
VLPp2_37,2,,0,,
VS1,2,,0,,
VS2,2,,0,,
VS7,2,,0,,
WED002b,2,,0,,
WED002e,2,,0,,
WED004,2,,0,,
WED013,2,,0,,
WED038b,2,,0,,
WED063_b,2,,0,,
WED085,2,,0,,
WED130,2,,0,,
WED154,2,,0,,
WED166_c,2,,0,,
WEDPN8C,2,,0,,
XA,2,,0,,
Z_lvPNm1,2,,0,,
aIPg2,2,,0,,
aSP-f3,2,,0,,
aSP-g1,2,,0,,
accessory_trochanter_flexor,2,efferent neuron,0,,
b1 MN,2,efferent neuron,0,,
b2 MN,2,efferent neuron,0,,
b3 MN,2,efferent neuron,0,,
bIPS,2,CNS neuron,0,,
giant fiber,2,CNS neuron,0,,
hDVM MN,2,efferent neuron,0,,
hg1 MN,2,efferent neuron,0,,
hg2 MN,2,efferent neuron,0,,
hg3 MN,2,efferent neuron,0,,
hg4 MN,2,efferent neuron,0,,
hi2 MN,2,efferent neuron,0,,
hiii2 MN,2,efferent neuron,0,,
i1 MN,2,efferent neuron,0,,
i2 MN,2,efferent neuron,0,,
iii3 MN,2,efferent neuron,0,,
lLN16A,2,,0,,
long_tendon_muscle_A,2,efferent neuron,0,,
long_tendon_muscle_A_dipalpha,2,efferent neuron,0,,
mALC2,2,CNS neuron,0,,
moonwalker descending neuron,2,,0,,
oviDNb,2,CNS neuron,0,,
oviDNd,2,CNS neuron,0,,
peripherally synapsing interneuron,2,efferent neuron,0,,
ps1 MN,2,efferent neuron,0,,
ps2 MN,2,efferent neuron,0,,
sternal_anterior_rotator_miller_31,2,efferent neuron,0,,
synapseless descending,2,CNS neuron,0,,
tarsus_depressor_A,2,efferent neuron,0,,
tp1 MN,2,efferent neuron,0,,
tp2 MN,2,efferent neuron,0,,
tpn MN,2,efferent neuron,0,,
trochanter_flexor_posterior_soma_ProAN,2,efferent neuron,0,,
v2LN41,2,,0,,
v2LN46,2,,0,,
vMS11,2,,0,,
vMS17,2,,0,,
5th-LNv,1,,0,,
ADNM1,1,efferent neuron,0,,
ADNM2,1,efferent neuron,0,,
AN00A002,1,,0,,
AN00A006,1,,0,,
AN01A021,1,,0,,
AN01A033,1,,0,,
AN01B018,1,sensory neuron,0,,
AN02A002,1,,0,,
AN02A017,1,,0,,
AN03B009,1,,0,,
AN03B011,1,CNS neuron,0,,
AN03B050,1,,0,,
AN04B004,1,,0,,
AN05B009,1,,0,,
AN05B015,1,,0,,
AN05B026,1,,0,,
AN05B027,1,,0,,
AN05B048,1,,0,,
AN05B049,1,,0,,
AN05B050,1,,0,,
AN05B063,1,,0,,
AN05B071,1,,0,,
AN05B083,1,,0,,
AN05B100,1,,0,,
AN05B102,1,,0,,
AN06A017,1,,0,,
AN06A092,1,sensory neuron,0,,
AN06B014,1,,0,,
AN06B031,1,,0,,
AN06B037,1,,0,,
AN06B039,1,,0,,
AN06B040,1,,0,,
AN06B068,1,,0,,
AN07B004,1,,0,,
AN07B005,1,,0,,
AN07B017,1,CNS neuron,0,,
AN07B024,1,,0,,
AN07B032,1,,0,,
AN07B036,1,,0,,
AN07B046,1,,0,,
AN07B050,1,,0,,
AN07B060,1,,0,,
AN07B062,1,,0,,
AN08B009,1,CNS neuron,0,,
AN08B022,1,,0,,
AN08B023,1,,0,,
AN08B081,1,,0,,
AN08B100,1,,0,,
AN08B101,1,,0,,
AN08B107,1,,0,,
AN08B109,1,,0,,
AN08B110,1,,0,,
AN08B112,1,,0,,
AN09B003,1,,0,,
AN09B009,1,,0,,
AN09B024,1,,0,,
AN09B026,1,,0,,
AN09B029,1,,0,,
AN09B031,1,,0,,
AN09B032,1,,0,,
AN09B037,1,,0,,
AN10B029,1,,0,,
AN10B049,1,,0,,
AN10B056,1,,0,,
AN11B008,1,,0,,
AN11B012,1,,0,,
AN12A003,1,,0,,
AN12A017,1,,0,,
AN12B001,1,,0,,
AN12B004,1,,0,,
AN13B002,1,,0,,
AN16B081,1,,0,,
AN17A004,1,,0,,
AN17A008,1,,0,,
AN17A012,1,,0,,
AN17A013,1,,0,,
AN17A014,1,,0,,
AN17B007,1,,0,,
AN18B002,1,,0,,
AN18B003,1,,0,,
AN18B004,1,,0,,
AN18B020,1,,0,,
AN18B025,1,CNS neuron,0,,
AN18B032,1,,0,,
AN18B053,1,,0,,
AN19A018_d,1,,0,,
AN19B004,1,,0,,
AN19B015,1,,0,,
AN19B024,1,,0,,
AN19B042,1,,0,,
AN19B049,1,,0,,
AN19B051,1,,0,,
AN19B099,1,,0,,
AN19B100,1,,0,,
AN19B101,1,,0,,
AN19B102,1,,0,,
AN19B106,1,,0,,
AN23B002,1,,0,,
AN23B004,1,,0,,
AN27X008,1,,0,,
AN27X017,1,,0,,
ANXXX002,1,,0,,
ANXXX007,1,,0,,
ANXXX023,1,,0,,
ANXXX027,1,,0,,
ANXXX033,1,,0,,
ANXXX055,1,,0,,
ANXXX075,1,,0,,
ANXXX090,1,,0,,
ANXXX092,1,,0,,
ANXXX109,1,,0,,
ANXXX151,1,,0,,
ANXXX214,1,,0,,
ANXXX410,1,,0,,
ANXXX434,1,,0,,
AN_4_4c359f9c,1,,0,,
AN_4_c964e2c2,1,sensory neuron,0,,
AN_AVLP_12,1,,0,,
AN_AVLP_28,1,,0,,
AN_AVLP_PVLP_7,1,,0,,
AN_FLA_1,1,,0,,
AN_GNG_1,1,,0,,
AN_GNG_103,1,,0,,
AN_GNG_138,1,,0,,
AN_GNG_143,1,,0,,
AN_GNG_17,1,,0,,
AN_GNG_177,1,,0,,
AN_GNG_48,1,,0,,
AN_GNG_55,1,,0,,
AN_GNG_61,1,,0,,
AN_GNG_FLA_4,1,,0,,
AN_GNG_IPS_15,1,,0,,
AN_GNG_IPS_18,1,,0,,
AN_GNG_SAD_25,1,,0,,
AN_SMP_1,1,,0,,
AN_SMP_3,1,,0,,
AN_SMP_FLA_1,1,,0,,
AN_VES_GNG_6,1,,0,,
AN_multi_107,1,,0,,
AN_multi_25,1,,0,,
AN_multi_34,1,,0,,
AN_multi_35,1,,0,,
AN_multi_44,1,,0,,
AOTU002_b,1,,0,,
AOTU003,1,,0,,
AOTU008b,1,,0,,
AOTU008c,1,,0,,
ATL045,1,,0,,
AVLP006a,1,,0,,
AVLP007,1,,0,,
AVLP010,1,,0,,
AVLP100,1,,0,,
AVLP142,1,,0,,
AVLP143a,1,,0,,
AVLP143b,1,,0,,
AVLP145,1,,0,,
AVLP199,1,,0,,
AVLP204,1,,0,,
AVLP234a,1,,0,,
AVLP246,1,,0,,
AVLP313,1,,0,,
AVLP338,1,,0,,
AVLP559b,1,,0,,
AVLP559c,1,,0,,
Acc./ti/flexor/MN,1,efferent neuron,0,,
BM_Or,1,,0,,
CB.FB2E2,1,,0,,
CB.FB5B1,1,,0,,
CB.FB5D1,1,,0,,
CB.FB5D7,1,,0,,
CB.FB5I0,1,,0,,
CB.FB5I1,1,,0,,
CB.FB5I3,1,CNS neuron,0,,
CB.FB5I4,1,,0,,
CB.FB6C2,1,,0,,
CB.FB6C4,1,,0,,
CB.FB6D1,1,,0,,
CB.FB7B0,1,,0,,
CB.FB7C0,1,,0,,
CB.FB7D0,1,,0,,
CB.FB7E1,1,,0,,
CB.FB8C0,1,,0,,
CB0056,1,,0,,
CB0129,1,,0,,
CB0149,1,,0,,
CB0151,1,,0,,
CB0314,1,,0,,
CB0339,1,,0,,
CB0342,1,,0,,
CB0642,1,,0,,
CB0659,1,,0,,
CB0662,1,,0,,
CB0793,1,,0,,
CB0944,1,,0,,
CB0965,1,,0,,
CB0968,1,,0,,
CB1001,1,,0,,
CB1006,1,,0,,
CB1018,1,,0,,
CB1022,1,,0,,
CB1025,1,,0,,
CB1043,1,,0,,
CB1058,1,,0,,
CB1061,1,,0,,
CB1084,1,,0,,
CB1093,1,,0,,
CB1107,1,,0,,
CB1110,1,,0,,
CB1115,1,,0,,
CB1118,1,,0,,
CB1119,1,,0,,
CB1129,1,,0,,
CB1130,1,,0,,
CB1172,1,,0,,
CB1175,1,,0,,
CB1192,1,,0,,
CB1197,1,,0,,
CB1207,1,,0,,
CB1211,1,,0,,
CB1224,1,,0,,
CB1250,1,,0,,
CB1285,1,,0,,
CB1288,1,,0,,
CB1317,1,,0,,
CB1327,1,,0,,
CB1354,1,,0,,
CB1370,1,,0,,
CB1378,1,,0,,
CB1390,1,,0,,
CB1395,1,,0,,
CB1400,1,,0,,
CB1402,1,,0,,
CB1410,1,,0,,
CB1422,1,,0,,
CB1423,1,,0,,
CB1426,1,,0,,
CB1449,1,,0,,
CB1485,1,,0,,
CB1499,1,,0,,
CB1567,1,,0,,
CB1597,1,,0,,
CB1611,1,,0,,
CB1624,1,,0,,
CB1630,1,,0,,
CB1666,1,,0,,
CB1681,1,,0,,
CB1690,1,,0,,
CB1785,1,,0,,
CB1837,1,,0,,
CB1860,1,,0,,
CB1862,1,,0,,
CB1868,1,,0,,
CB1875,1,,0,,
CB1892,1,,0,,
CB1894,1,,0,,
CB1905,1,,0,,
CB1951,1,,0,,
CB1963,1,,0,,
CB1970,1,,0,,
CB1991,1,,0,,
CB2009,1,,0,,
CB2016,1,,0,,
CB2021,1,,0,,
CB2034,1,,0,,
CB2039,1,,0,,
CB2062,1,,0,,
CB2077,1,,0,,
CB2094,1,,0,,
CB2101,1,,0,,
CB2120,1,,0,,
CB2138,1,,0,,
CB2168,1,,0,,
CB2173,1,,0,,
CB2176,1,,0,,
CB2193,1,,0,,
CB2236,1,,0,,
CB2241,1,,0,,
CB2265,1,,0,,
CB2277,1,,0,,
CB2284,1,,0,,
CB2326,1,,0,,
CB2338,1,,0,,
CB2352,1,,0,,
CB2360,1,,0,,
CB2381,1,,0,,
CB2394,1,,0,,
CB2406,1,,0,,
CB2418,1,,0,,
CB2421,1,CNS neuron,0,,
CB2449,1,,0,,
CB2451,1,,0,,
CB2468,1,,0,,
CB2510,1,,0,,
CB2542,1,,0,,
CB2544,1,,0,,
CB2547,1,,0,,
CB2566,1,,0,,
CB2573,1,,0,,
CB2579,1,,0,,
CB2590,1,,0,,
CB2608,1,,0,,
CB2610,1,,0,,
CB2618,1,,0,,
CB2637,1,,0,,
CB2698,1,,0,,
CB2717,1,,0,,
CB2741,1,,0,,
CB2747,1,,0,,
CB2758,1,,0,,
CB2762,1,,0,,
CB2768,1,,0,,
CB2783,1,,0,,
CB2791,1,,0,,
CB2809,1,,0,,
CB2822,1,,0,,
CB2835,1,,0,,
CB2848,1,,0,,
CB2849,1,,0,,
CB2883,1,,0,,
CB2886,1,,0,,
CB2894,1,,0,,
CB2900,1,,0,,
CB2914,1,,0,,
CB2915,1,,0,,
CB2930,1,,0,,
CB2986,1,,0,,
CB2999,1,,0,,
CB3035,1,,0,,
CB3048,1,,0,,
CB3063,1,,0,,
CB3066,1,,0,,
CB3079,1,,0,,
CB3107,1,,0,,
CB3108,1,,0,,
CB3117,1,,0,,
CB3125,1,,0,,
CB3129,1,,0,,
CB3174,1,,0,,
CB3179,1,,0,,
CB3188,1,,0,,
CB3192,1,,0,,
CB3195,1,,0,,
CB3196,1,,0,,
CB3210,1,,0,,
CB3227,1,,0,,
CB3235,1,,0,,
CB3260,1,,0,,
CB3285,1,,0,,
CB3312,1,,0,,
CB3314,1,,0,,
CB3327,1,,0,,
CB3342,1,,0,,
CB3349,1,,0,,
CB3355,1,,0,,
CB3356,1,,0,,
CB3363,1,,0,,
CB3377,1,,0,,
CB3378,1,,0,,
CB3397,1,,0,,
CB3401,1,,0,,
CB3406,1,,0,,
CB3418,1,,0,,
CB3424,1,,0,,
CB3429,1,,0,,
CB3442,1,,0,,
CB3444,1,,0,,
CB3467,1,,0,,
CB3468,1,,0,,
CB3470,1,,0,,
CB3485,1,,0,,
CB3522,1,,0,,
CB3529,1,,0,,
CB3533,1,,0,,
CB3536,1,,0,,
CB3554,1,,0,,
CB3568,1,,0,,
CB3572,1,,0,,
CB3587,1,,0,,
CB3589,1,,0,,
CB3597,1,,0,,
CB3602,1,,0,,
CB3605,1,,0,,
CB3609,1,,0,,
CB3648,1,,0,,
CB3650,1,,0,,
CB3662,1,,0,,
CB3687,1,,0,,
CB3699,1,,0,,
CB3705,1,,0,,
CB3721,1,,0,,
CB3750,1,,0,,
CB3753,1,,0,,
CB3755,1,,0,,
CB3772,1,,0,,
CB3774,1,,0,,
CB3800,1,CNS neuron,0,,
CB3802,1,,0,,
CB3814,1,,0,,
CB3826,1,CNS neuron,0,,
CB3843,1,CNS neuron,0,,
CB3844,1,,0,,
CB3850,1,,0,,
CL014,1,,0,,
CL024a,1,,0,,
CL037,1,,0,,
CL078b,1,,0,,
CL117,1,,0,,
CL160a,1,,0,,
CL160b,1,,0,,
CL184,1,,0,,
CL206,1,,0,,
CL225,1,,0,,
CL240,1,,0,,
CL243,1,,0,,
CL277,1,,0,,
CL278,1,,0,,
CL279,1,,0,,
CL296,1,,0,,
CL354,1,,0,,
CMU,1,efferent neuron,0,,
CMU-like,1,efferent neuron,0,,
CRE014,1,,0,,
CRE043_a,1,,0,,
CRE080b,1,,0,,
CRE084,1,,0,,
CRE099,1,,0,,
CRZ01,1,,0,,
CvN5,1,efferent neuron,0,,
CvN5-8,1,efferent neuron,0,,
CvN_A2,1,efferent neuron,0,,
DM2_central__0,1,,0,,
DM2_or_DM3_posterior__1,1,,0,,
DM4_dorsal_63,1,,0,,
DM5_central_26,1,,0,,
DM6_central1__0,1,,0,,
DM6_posterior_60,1,,0,,
DM6_posterior__1,1,,0,,
DM6_posterior__8,1,,0,,
DM6_ventral__3,1,,0,,
DN1pE,1,,0,,
DNa13_a,1,CNS neuron,0,,
DNa13_b,1,CNS neuron,0,,
DNad005,1,CNS neuron,0,,
DNfl003_CvC_L,1,CNS neuron,0,,
DNfl013,1,sensory neuron,0,,
DNfl017,1,,0,,
DNfl022,1,CNS neuron,0,,
DNfl027,1,CNS neuron,0,,
DNfl028,1,,0,,
DNfl030,1,,0,,
DNfl031,1,CNS neuron,0,,
DNfl033,1,CNS neuron,0,,
DNfl035,1,CNS neuron,0,,
DNfl037,1,CNS neuron,0,,
DNfl041,1,CNS neuron,0,,
DNfl044,1,CNS neuron,0,,
DNit004,1,,0,,
DNit008,1,CNS neuron,0,,
DNnt010,1,CNS neuron,0,,
DNnt017,1,CNS neuron,0,,
DNp37,1,sensory neuron,0,,
DNut043,1,CNS neuron,0,,
DNut048,1,CNS neuron,0,,
DNxl014,1,CNS neuron,0,,
DNxl021,1,CNS neuron,0,,
DNxl072,1,CNS neuron,0,,
DNxl085,1,sensory neuron,0,,
DNxl086,1,CNS neuron,0,,
DNxl088,1,CNS neuron,0,,
DNxl094,1,sensory neuron,0,,
DNxl096,1,CNS neuron,0,,
DNxl098,1,CNS neuron,0,,
DNxl099,1,CNS neuron,0,,
DNxl103,1,CNS neuron,0,,
DNxl105,1,CNS neuron,0,,
DNxl110,1,CNS neuron,0,,
DNxl113,1,CNS neuron,0,,
DNxl117,1,CNS neuron,0,,
DNxl119,1,CNS neuron,0,,
DNxl120,1,CNS neuron,0,,
DNxl121,1,CNS neuron,0,,
DNxl128,1,CNS neuron,0,,
DNxl129,1,CNS neuron,0,,
DNxl130,1,CNS neuron,0,,
DNxl132,1,CNS neuron,0,,
DNxl134,1,CNS neuron,0,,
DNxn007,1,CNS neuron,0,,
DNxn101,1,CNS neuron,0,,
DNxn103,1,CNS neuron,0,,
DNxn105,1,CNS neuron,0,,
DNxn106,1,,0,,
DNxn110,1,CNS neuron,0,,
DNxn116,1,CNS neuron,0,,
DNxn131,1,CNS neuron,0,,
DNxn132,1,CNS neuron,0,,
DNxn133,1,,0,,
DNxn137,1,CNS neuron,0,,
DNxn140,1,CNS neuron,0,,
DNxn141,1,CNS neuron,0,,
DNxn147,1,CNS neuron,0,,
DNxn152,1,CNS neuron,0,,
DNxn153,1,CNS neuron,0,,
DNxn160,1,CNS neuron,0,,
DNxn162,1,CNS neuron,0,,
DNxn167,1,CNS neuron,0,,
DNxn170,1,CNS neuron,0,,
DNxn171,1,CNS neuron,0,,
DNxn172,1,CNS neuron,0,,
DNxn177,1,CNS neuron,0,,
DNxn178,1,,0,,
DNxn180,1,CNS neuron,0,,
DVM3a-b,1,efferent neuron,0,,
DVMn/3a/b,1,efferent neuron,0,,
Dm8a,1,,0,,
Dm8b,1,,0,,
EBa1_14,1,,0,,
EN00B001,1,efferent neuron,0,,
EN00B008,1,efferent neuron,0,,
EN00B010,1,sensory neuron,0,,
EN00B013,1,efferent neuron,0,,
EN00B015,1,efferent neuron,0,,
EN00B019,1,efferent neuron,0,,
EN00B024,1,efferent neuron,0,,
EN00B025,1,efferent neuron,0,,
ENXXX012,1,efferent neuron,0,,
ExR2_1,1,,0,,
ExR2_2,1,,0,,
FB1C,1,,0,,
FB1D,1,,0,,
FB1G,1,,0,,
FB2A,1,,0,,
FB2H_b,1,,0,,
FB2K,1,,0,,
FB4B,1,,0,,
FB4C,1,,0,,
FB4F_b,1,,0,,
FB4L,1,,0,,
FB4N,1,,0,,
FB4P_b,1,,0,,
FB5H,1,,0,,
FB5I,1,,0,,
FB6C_a,1,,0,,
FB6F,1,,0,,
FB6K,1,,0,,
FB6M,1,,0,,
FB6O,1,,0,,
FB7G,1,,0,,
FB8B,1,,0,,
FETi,1,efferent neuron,0,,
IB036,1,,0,,
IB040,1,,0,,
IB054,1,,0,,
IB098,1,,0,,
IB107,1,,0,,
IN00A007,1,,0,,
IN00A014,1,,0,,
IN00A017,1,,0,,
IN00A018,1,,0,,
IN00A026,1,,0,,
IN00A030,1,,0,,
IN00A044,1,,0,,
IN00A051,1,,0,,
IN00A054,1,,0,,
IN00A059,1,,0,,
IN00A061,1,,0,,
IN00A062,1,,0,,
IN01A007,1,,0,,
IN01A009,1,,0,,
IN01A012,1,,0,,
IN01A022,1,,0,,
IN01A026,1,,0,,
IN01A028,1,,0,,
IN01A032,1,,0,,
IN01A034,1,,0,,
IN01A036,1,,0,,
IN01A037,1,,0,,
IN01A042,1,,0,,
IN01A050,1,,0,,
IN01A057,1,,0,,
IN01A063,1,CNS neuron,0,,
IN01A064,1,,0,,
IN01A073,1,,0,,
IN01A074,1,,0,,
IN01A076,1,,0,,
IN01B006,1,,0,,
IN01B017,1,,0,,
IN01B021,1,,0,,
IN01B022,1,,0,,
IN01B023,1,,0,,
IN01B030,1,,0,,
IN01B047,1,,0,,
IN01B049,1,,0,,
IN01B051,1,,0,,
IN01B054,1,,0,,
IN01B057,1,,0,,
IN01B064,1,,0,,
IN01B068,1,,0,,
IN01B069,1,,0,,
IN01B073,1,,0,,
IN01B074,1,,0,,
IN01B075,1,sensory neuron,0,,
IN01B077,1,,0,,
IN01B079,1,,0,,
IN01B088,1,sensory neuron,0,,
IN01B090,1,,0,,
IN01B092,1,,0,,
IN01B094,1,,0,,
IN01B095,1,sensory neuron,0,,
IN01B096,1,,0,,
IN01B101,1,,0,,
IN01B102,1,,0,,
IN02A003,1,,0,,
IN02A007,1,,0,,
IN02A008,1,,0,,
IN02A014,1,,0,,
IN02A021,1,,0,,
IN02A028,1,,0,,
IN02A034,1,,0,,
IN02A035,1,,0,,
IN02A036,1,,0,,
IN02A040,1,,0,,
IN02A047,1,,0,,
IN02A048,1,CNS neuron,0,,
IN02A051,1,,0,,
IN02A056,1,,0,,
IN02A063,1,,0,,
IN02A065,1,,0,,
IN03A003,1,,0,,
IN03A004,1,,0,,
IN03A009,1,,0,,
IN03A012,1,,0,,
IN03A023,1,,0,,
IN03A025,1,,0,,
IN03A027,1,,0,,
IN03A029,1,,0,,
IN03A034,1,,0,,
IN03A042,1,,0,,
IN03A045,1,,0,,
IN03A049,1,,0,,
IN03A056,1,,0,,
IN03A057,1,,0,,
IN03A058,1,,0,,
IN03A078,1,,0,,
IN03A079,1,,0,,
IN03A080,1,,0,,
IN03A096,1,,0,,
IN03B024,1,,0,,
IN03B049,1,sensory neuron,0,,
IN03B073,1,,0,,
IN03B082,1,,0,,
IN03B084,1,,0,,
IN04B001,1,,0,,
IN04B011,1,,0,,
IN04B018,1,,0,,
IN04B035,1,,0,,
IN04B036,1,,0,,
IN04B038,1,,0,,
IN04B039,1,,0,,
IN04B052,1,,0,,
IN04B053,1,,0,,
IN04B056,1,,0,,
IN04B057,1,,0,,
IN04B061,1,,0,,
IN04B083,1,,0,,
IN04B093,1,glia,0,,
IN04B097,1,,0,,
IN04B103,1,,0,,
IN04B106,1,,0,,
IN04B108,1,,0,,
IN04B109,1,,0,,
IN05B001,1,,0,,
IN05B002,1,,0,,
IN05B003,1,,0,,
IN05B005,1,,0,,
IN05B012,1,,0,,
IN05B024,1,,0,,
IN05B055,1,,0,,
IN05B082,1,,0,,
IN05B093,1,,0,,
IN06A009,1,,0,,
IN06A021,1,,0,,
IN06A025,1,,0,,
IN06A039,1,,0,,
IN06A047,1,,0,,
IN06A051,1,,0,,
IN06A053,1,,0,,
IN06A086,1,,0,,
IN06A101,1,,0,,
IN06A107,1,,0,,
IN06A135,1,,0,,
IN06A139,1,,0,,
IN06B014,1,,0,,
IN06B018,1,,0,,
IN06B019,1,,0,,
IN06B030,1,,0,,
IN06B033,1,,0,,
IN06B054,1,,0,,
IN06B061,1,,0,,
IN06B063,1,,0,,
IN06B064,1,,0,,
IN06B071,1,,0,,
IN06B074,1,,0,,
IN06B076,1,,0,,
IN06B077,1,,0,,
IN06B082,1,,0,,
IN07B009,1,,0,,
IN07B010,1,,0,,
IN07B012,1,,0,,
IN07B014,1,,0,,
IN07B019,1,,0,,
IN07B020,1,,0,,
IN07B022,1,,0,,
IN07B027,1,glia,0,,
IN07B028,1,,0,,
IN07B033,1,,0,,
IN07B034,1,,0,,
IN07B039,1,,0,,
IN07B045,1,,0,,
IN07B048,1,,0,,
IN07B051,1,,0,,
IN07B064,1,,0,,
IN07B068,1,,0,,
IN07B075,1,,0,,
IN07B076,1,,0,,
IN07B080,1,,0,,
IN07B081,1,,0,,
IN07B083,1,,0,,
IN07B092,1,,0,,
IN07B094,1,,0,,
IN07B099,1,,0,,
IN07B102,1,,0,,
IN07B103,1,,0,,
IN08A016,1,,0,,
IN08A020_T2_R,1,,0,,
IN08A024,1,,0,,
IN08A030,1,CNS neuron,0,,
IN08A046,1,CNS neuron,0,,
IN08A049,1,CNS neuron,0,,
IN08B003,1,,0,,
IN08B006,1,,0,,
IN08B017,1,,0,,
IN08B039,1,,0,,
IN08B045,1,,0,,
IN08B054,1,,0,,
IN08B058,1,,0,,
IN08B067,1,,0,,
IN08B078,1,,0,,
IN08B080,1,,0,,
IN08B082,1,,0,,
IN08B093,1,,0,,
IN08B105,1,,0,,
IN08B108,1,,0,,
IN09A002,1,,0,,
IN09A006,1,CNS neuron,0,,
IN09A011,1,,0,,
IN09A016,1,,0,,
IN09A017,1,,0,,
IN09A021,1,,0,,
IN09A025,1,,0,,
IN09A038,1,,0,,
IN09A040,1,,0,,
IN09A053,1,,0,,
IN09A058,1,,0,,
IN09A059,1,,0,,
IN09A064,1,,0,,
IN09A067,1,,0,,
IN09A069,1,CNS neuron,0,,
IN09A074,1,,0,,
IN09A076,1,,0,,
IN09A084,1,,0,,
IN09A086,1,,0,,
IN09A095,1,,0,,
IN09B053,1,CNS neuron,0,,
IN09B055,1,,0,,
IN09B057,1,,0,,
IN10B003,1,,0,,
IN10B006,1,,0,,
IN10B012,1,,0,,
IN10B016,1,,0,,
IN10B023,1,,0,,
IN10B031,1,,0,,
IN10B036,1,,0,,
IN10B041,1,,0,,
IN10B042,1,,0,,
IN10B043,1,,0,,
IN10B044,1,,0,,
IN10B052,1,,0,,
IN10B054,1,,0,,
IN10B055,1,,0,,
IN10B058,1,,0,,
IN10B061,1,,0,,
IN11A009,1,,0,,
IN11A015,1,,0,,
IN11A017,1,,0,,
IN11A023,1,,0,,
IN11A039,1,,0,,
IN11B005,1,,0,,
IN12A002,1,,0,,
IN12A005,1,,0,,
IN12A007,1,,0,,
IN12A013,1,,0,,
IN12A015,1,,0,,
IN12A024,1,,0,,
IN12A034,1,,0,,
IN12A048,1,,0,,
IN12A051,1,,0,,
IN12A054,1,,0,,
IN12B003,1,,0,,
IN12B016,1,,0,,
IN12B022,1,,0,,
IN12B026,1,,0,,
IN12B027,1,,0,,
IN12B033,1,,0,,
IN12B039,1,,0,,
IN12B049,1,,0,,
IN12B059,1,,0,,
IN12B082,1,,0,,
IN12B086,1,,0,,
IN12B091,1,,0,,
IN13A017,1,,0,,
IN13A026,1,,0,,
IN13A033,1,,0,,
IN13A039,1,,0,,
IN13A056,1,CNS neuron,0,,
IN13A065,1,,0,,
IN13B004,1,,0,,
IN13B007,1,,0,,
IN13B010,1,,0,,
IN13B011,1,,0,,
IN13B019,1,,0,,
IN13B024,1,,0,,
IN13B037,1,,0,,
IN13B040,1,,0,,
IN13B042,1,,0,,
IN13B048,1,,0,,
IN13B050,1,,0,,
IN13B051,1,,0,,
IN13B052,1,,0,,
IN13B066,1,,0,,
IN13B067,1,,0,,
IN13B068,1,,0,,
IN13B070,1,,0,,
IN13B080,1,,0,,
IN13B081,1,,0,,
IN13B085,1,,0,,
IN13B088,1,,0,,
IN13B091,1,,0,,
IN13B094,1,,0,,
IN13B099,1,,0,,
IN14A004,1,,0,,
IN14A006,1,,0,,
IN14A007,1,,0,,
IN14A012,1,,0,,
IN14A015,1,,0,,
IN14A022,1,,0,,
IN14A026,1,sensory neuron,0,,
IN14A032,1,,0,,
IN14A034,1,,0,,
IN14A044,1,,0,,
IN14A057,1,,0,,
IN14A058,1,,0,,
IN14A065,1,,0,,
IN14A066,1,,0,,
IN14A067,1,,0,,
IN14A070,1,,0,,
IN14A074,1,,0,,
IN14A075,1,,0,,
IN14A076,1,,0,,
IN14A077,1,,0,,
IN14A081,1,,0,,
IN14A089,1,glia,0,,
IN14A090,1,,0,,
IN14A093,1,,0,,
IN14A096,1,,0,,
IN14A098,1,,0,,
IN14A101,1,,0,,
IN14A103,1,,0,,
IN14A118,1,,0,,
IN14A119,1,,0,,
IN14A120,1,sensory neuron,0,,
IN14B013,1,CNS neuron,0,,
IN16B022,1,,0,,
IN16B029,1,,0,,
IN16B030,1,,0,,
IN16B039,1,,0,,
IN16B042,1,CNS neuron,0,,
IN16B046,1,,0,,
IN16B047,1,,0,,
IN16B054,1,,0,,
IN16B063,1,,0,,
IN16B067,1,,0,,
IN16B068,1,,0,,
IN16B080,1,,0,,
IN16B082,1,glia,0,,
IN16B090,1,,0,,
IN16B092,1,,0,,
IN16B095,1,,0,,
IN16B100,1,CNS neuron,0,,
IN16B101,1,,0,,
IN16B105,1,,0,,
IN16B106,1,,0,,
IN16B110,1,,0,,
IN16B119,1,,0,,
IN16B122,1,,0,,
IN16B124,1,,0,,
IN17A013,1,,0,,
IN17A030,1,,0,,
IN17A032,1,,0,,
IN17A033,1,,0,,
IN17A034,1,,0,,
IN17A042,1,,0,,
IN17A048,1,,0,,
IN17A056,1,,0,,
IN17A059,1,,0,,
IN17A067,1,,0,,
IN17A074,1,,0,,
IN17A086,1,,0,,
IN17A087,1,,0,,
IN17A088,1,,0,,
IN17A094,1,,0,,
IN17A099,1,,0,,
IN17A103,1,,0,,
IN17A106,1,,0,,
IN17A110,1,,0,,
IN17A114,1,,0,,
IN17A116,1,,0,,
IN17A117,1,,0,,
IN17B004,1,glia,0,,
IN17B014,1,,0,,
IN18B008,1,,0,,
IN18B013,1,,0,,
IN18B018,1,CNS neuron,0,,
IN18B020,1,,0,,
IN18B026,1,,0,,
IN18B031,1,,0,,
